,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,emeraldemu.csv,open-beos.csv,maya-work-in-progress.csv,cornerstone.csv,mia.csv,jaolt.csv,mp-rechnungs-und-kundenverwaltung.csv,ardour.csv,kmess.csv,pixel-commandos.csv,xmoto.csv,buddata-ebxml-registry.csv,zxing.csv
ardour.csv,0.71,0.33,0.2,0.38,0.49,0.4,0.46,0.63,0.52,0.66,0.57,0.17,0.49,0.52,0.7,0.6,0.21,0.64,0.3,0.67
buddata-ebxml-registry.csv,0.46,0.21,0.12,0.3,0.89,0.78,0.43,0.48,0.58,0.58,0.67,0.18,0.81,0.49,0.7,0.76,0.08,0.62,0.96,0.83
cornerstone.csv,0.53,0.28,0.3,0.41,0.38,0.43,0.08,0.45,0.08,0.06,0.73,0.11,0.56,0.47,0.65,0.46,0.27,0.35,0.44,0.16
emeraldemu.csv,0.53,0.32,0.15,0.25,0.21,0.22,0.46,0.65,0.43,0.6,0.59,0.25,0.67,0.41,0.62,0.53,0.29,0.53,0.53,0.63
jahshakafx.csv,0.69,0.34,0.16,0.36,0.41,0.34,0.47,0.58,0.52,0.57,0.62,0.2,0.62,0.53,0.72,0.64,0.24,0.55,0.57,0.8
jaolt.csv,0.66,0.32,0.2,0.26,0.45,0.5,0.47,0.57,0.6,0.52,0.53,0.17,0.73,0.37,0.65,0.6,0.17,0.5,0.67,0.78
kmess.csv,0.28,0.21,0.15,0.31,0.73,0.42,0.48,0.6,0.55,0.73,0.58,0.18,0.4,0.42,0.71,0.72,0.2,0.58,0.52,0.57
maya-work-in-progress.csv,0.54,0.31,0.2,0.33,0.84,0.63,0.49,0.53,0.56,0.81,0.7,0.19,0.74,0.5,0.7,0.66,0.09,0.66,0.8,0.74
mia.csv,0.37,0.3,0.17,0.4,0.11,0.34,0.34,0.41,0.43,0.55,0.45,0.37,0.26,0.55,0.21,0.41,0.21,0.4,0.16,0.42
mp-rechnungs-und-kundenverwaltung.csv,0.64,0.34,0.2,0.41,0.27,0.3,0.47,0.61,0.54,0.63,0.53,0.18,0.61,0.55,0.64,0.57,0.17,0.53,0.46,0.79
novembre.csv,0.65,0.32,0.04,0.11,0.39,0.42,0.63,0.42,0.55,0.49,0.46,0.0,0.57,0.46,0.68,0.5,0.38,0.51,0.7,0.76
ns-3.csv,0.57,0.33,0.12,0.32,0.53,0.73,0.45,0.3,0.52,0.48,0.57,0.14,0.7,0.5,0.71,0.7,0.07,0.6,0.75,0.69
nullc.csv,0.46,0.21,0.11,0.22,0.78,0.58,0.51,0.51,0.47,0.48,0.64,0.17,0.78,0.42,0.71,0.71,0.25,0.54,0.77,0.81
open-beos.csv,0.62,0.32,0.22,0.31,0.58,0.56,0.47,0.53,0.62,0.51,0.39,0.2,0.65,0.51,0.73,0.64,0.12,0.58,0.67,0.71
pixel-commandos.csv,0.04,0.19,0.08,0.18,0.25,0.23,0.36,0.17,0.14,0.06,0.07,0.0,0.26,0.22,0.31,0.37,0.62,0.27,0.43,0.29
plee-the-bear.csv,0.67,0.29,0.29,0.06,0.63,0.62,0.39,0.38,0.54,0.69,0.58,0.18,0.71,0.47,0.63,0.64,0.12,0.52,0.82,0.79
reaper-ecad.csv,0.57,0.24,0.23,0.43,0.41,0.06,0.0,0.46,0.25,0.06,0.31,0.2,0.39,0.0,0.57,0.4,0.33,0.29,0.26,0.1
unladen-swallow.csv,0.32,0.3,0.24,0.11,0.27,0.48,0.37,0.39,0.47,0.58,0.45,0.14,0.72,0.47,0.63,0.16,0.11,0.26,0.26,0.34
xmoto.csv,0.52,0.26,0.16,0.14,0.68,0.69,0.44,0.55,0.53,0.55,0.62,0.3,0.59,0.32,0.67,0.71,0.11,0.74,0.78,0.44
zxing.csv,0.62,0.31,0.2,0.24,0.55,0.36,0.43,0.54,0.45,0.47,0.53,0.14,0.71,0.42,0.69,0.6,0.19,0.53,0.53,0.86
