,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,emeraldemu.csv,open-beos.csv,maya-work-in-progress.csv,cornerstone.csv,mia.csv,jaolt.csv,mp-rechnungs-und-kundenverwaltung.csv,ardour.csv,kmess.csv,pixel-commandos.csv,xmoto.csv,buddata-ebxml-registry.csv,zxing.csv
ardour.csv,0.61,0.21,0.12,0.24,0.89,0.72,0.4,0.61,0.56,0.69,0.55,0.1,0.71,0.47,0.7,0.77,0.12,0.62,1.0,0.97
buddata-ebxml-registry.csv,0.3,0.12,0.06,0.18,0.82,0.67,0.27,0.32,0.4,0.41,0.52,0.1,0.74,0.33,0.55,0.63,0.04,0.46,1.0,0.76
cornerstone.csv,0.53,0.26,0.22,0.37,0.92,0.81,0.11,0.56,0.67,1.0,0.74,0.09,0.75,0.48,0.75,0.81,0.18,0.8,1.0,1.0
emeraldemu.csv,0.38,0.22,0.08,0.14,0.86,0.68,0.55,0.62,0.69,0.68,0.51,0.15,0.71,0.3,0.78,0.79,0.18,0.71,0.89,0.77
jahshakafx.csv,0.58,0.22,0.09,0.23,0.93,0.76,0.47,0.46,0.59,0.71,0.58,0.11,0.84,0.39,0.73,0.74,0.14,0.65,1.0,0.86
jaolt.csv,0.54,0.22,0.11,0.18,0.94,0.79,0.36,0.58,0.62,0.86,0.62,0.1,0.8,0.29,0.66,0.71,0.09,0.57,1.0,0.8
kmess.csv,0.39,0.12,0.08,0.19,0.94,0.66,0.37,0.48,0.45,0.74,0.55,0.1,0.77,0.29,0.64,0.73,0.11,0.47,0.96,0.81
maya-work-in-progress.csv,0.38,0.2,0.12,0.26,0.84,0.72,0.34,0.38,0.44,0.77,0.53,0.11,0.72,0.36,0.62,0.68,0.05,0.59,0.98,0.78
mia.csv,0.6,0.25,0.13,0.3,0.6,0.59,0.27,0.42,0.45,0.57,0.51,0.25,0.92,0.46,0.58,0.57,0.12,0.38,0.86,0.68
mp-rechnungs-und-kundenverwaltung.csv,0.52,0.24,0.11,0.29,0.89,0.78,0.42,0.67,0.62,0.77,0.53,0.1,0.78,0.48,0.77,0.75,0.1,0.67,1.0,0.84
novembre.csv,0.67,0.21,0.03,0.07,1.0,0.81,0.55,0.37,0.41,0.71,0.76,0.0,0.77,0.34,0.73,0.77,0.24,0.65,0.95,0.79
ns-3.csv,0.44,0.21,0.07,0.23,0.86,0.76,0.29,0.25,0.44,0.59,0.64,0.08,0.76,0.39,0.58,0.61,0.04,0.48,0.95,0.75
nullc.csv,0.32,0.12,0.06,0.13,1.0,0.74,0.38,0.39,0.48,0.79,0.54,0.09,0.73,0.28,0.59,0.69,0.14,0.58,0.92,0.86
open-beos.csv,0.5,0.2,0.13,0.2,0.91,0.76,0.34,0.4,0.63,0.8,0.56,0.12,0.8,0.42,0.71,0.76,0.07,0.63,1.0,0.83
pixel-commandos.csv,0.4,0.12,0.06,0.12,1.0,0.74,0.57,0.37,0.65,1.0,0.22,0.0,1.0,0.27,0.67,0.81,0.44,0.67,0.86,0.77
plee-the-bear.csv,0.55,0.22,0.17,0.14,0.81,0.7,0.31,0.28,0.44,0.83,0.53,0.12,0.77,0.39,0.68,0.7,0.07,0.51,0.96,0.81
reaper-ecad.csv,0.67,0.3,0.16,0.31,1.0,0.83,0.0,0.69,0.83,0.5,0.67,0.25,0.9,0.0,0.81,0.86,0.5,1.0,1.0,1.0
unladen-swallow.csv,0.53,0.22,0.15,0.18,0.89,0.83,0.29,0.37,0.56,0.75,0.73,0.08,0.78,0.43,0.75,0.8,0.06,0.6,1.0,0.8
xmoto.csv,0.41,0.16,0.09,0.4,0.93,0.69,0.31,0.44,0.46,0.55,0.57,0.19,0.78,0.35,0.64,0.66,0.06,0.7,0.96,0.81
zxing.csv,0.6,0.21,0.11,0.17,1.0,0.85,0.36,0.6,0.64,0.91,0.56,0.08,0.77,0.35,0.67,0.72,0.11,0.71,1.0,0.92
