,dynalloy.csv,electric-core.csv,nosleepsoftware.csv,cities3d.csv,mptvseries.csv,mvnforum.csv,botsnscouts.csv,sumatrapdf.csv,ogre.csv,autat.csv,openfrag.csv,jparsec.csv,img-browse-sort.csv,qdvdauthor.csv,findbugs.csv,moast.csv,zxing.csv
autat.csv,0.45,0.2,0.0,0.26,0.06,0.2,0.23,0.04,0.07,0.95,0.2,0.09,0.27,0.02,0.5,0.01,0.05
botsnscouts.csv,0.25,0.49,0.29,0.61,0.3,0.2,1.0,0.57,0.34,0.42,0.33,0.41,0.6,0.41,0.42,0.1,0.4
cities3d.csv,0.41,0.25,0.0,0.91,0.64,0.5,0.42,0.5,0.41,0.47,0.13,0.26,0.45,0.57,0.5,0.0,0.42
dynalloy.csv,0.98,0.53,0.21,0.72,0.63,0.63,0.53,0.67,0.0,0.35,0.59,0.0,0.55,0.65,0.57,0.44,0.67
electric-core.csv,0.53,0.93,0.65,0.54,0.5,0.45,0.55,0.46,0.58,0.62,0.43,0.38,0.17,0.5,0.59,0.06,0.24
findbugs.csv,0.6,0.37,0.34,0.53,0.19,0.32,0.23,0.23,0.23,0.54,0.21,0.34,0.27,0.44,0.97,0.09,0.15
img-browse-sort.csv,0.5,0.51,0.0,0.35,0.36,0.43,0.38,0.19,0.13,0.28,0.36,0.39,0.88,0.21,0.43,0.17,0.23
jparsec.csv,0.63,0.27,0.33,0.36,0.13,0.55,0.57,0.59,0.0,0.7,0.4,0.98,0.46,0.46,0.58,0.84,0.51
moast.csv,0.52,0.0,0.0,0.05,0.13,0.43,0.37,0.0,0.0,0.56,0.0,0.6,0.13,0.53,0.3,0.99,0.58
mptvseries.csv,0.55,0.43,0.53,0.55,0.96,0.47,0.38,0.44,0.16,0.43,0.28,0.66,0.1,0.34,0.48,0.16,0.24
mvnforum.csv,0.27,0.11,0.0,0.04,0.06,1.0,0.09,0.3,0.06,0.0,0.06,0.33,0.1,0.0,0.22,0.01,0.11
nosleepsoftware.csv,0.07,0.34,0.9,0.34,0.13,0.2,0.23,0.3,0.39,0.54,0.1,0.11,0.1,0.32,0.36,0.11,0.19
ogre.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.05,0.0,0.0,0.0,0.0,0.0,0.94,0.0
openfrag.csv,0.5,0.57,0.22,0.66,0.6,0.55,0.61,0.71,0.0,0.7,1.0,0.68,0.71,0.58,0.6,0.74,0.63
qdvdauthor.csv,0.54,0.49,0.63,0.54,0.54,0.57,0.42,0.66,0.49,0.29,0.59,0.57,0.54,0.98,0.49,0.88,0.61
sumatrapdf.csv,0.59,0.66,0.22,0.74,0.69,0.53,0.65,0.92,0.0,0.67,0.7,0.65,0.69,0.49,0.58,0.27,0.57
zxing.csv,0.41,0.59,0.33,0.57,0.59,0.65,0.54,0.46,0.41,0.34,0.66,0.42,0.65,0.73,0.45,0.37,1.0
