,dynalloy.csv,electric-core.csv,nosleepsoftware.csv,cities3d.csv,mptvseries.csv,mvnforum.csv,botsnscouts.csv,sumatrapdf.csv,ogre.csv,autat.csv,openfrag.csv,jparsec.csv,img-browse-sort.csv,qdvdauthor.csv,findbugs.csv,moast.csv,zxing.csv
autat.csv,0.34,0.06,0.0,0.02,0.13,0.45,0.04,0.05,0.0,0.0,0.08,0.09,0.05,0.05,0.24,0.14,0.0
botsnscouts.csv,0.26,0.41,0.13,0.44,0.35,0.18,0.0,0.45,0.5,0.26,0.15,0.14,0.61,0.42,0.38,0.31,0.24
cities3d.csv,0.87,0.09,0.21,0.0,0.48,0.82,0.81,0.55,0.5,0.76,0.0,0.93,0.79,0.74,0.6,1.0,0.82
dynalloy.csv,0.0,0.26,0.6,0.39,0.35,0.68,0.41,0.51,1.0,0.16,0.15,1.0,0.63,0.58,0.73,0.66,0.35
electric-core.csv,0.75,0.0,0.57,0.56,0.81,0.82,0.7,0.8,0.75,0.72,0.75,0.87,0.58,0.79,0.71,0.97,0.94
findbugs.csv,0.54,0.09,0.49,0.17,0.13,0.18,0.11,0.04,0.5,0.22,0.04,0.41,0.05,0.32,0.0,0.34,0.12
img-browse-sort.csv,0.43,0.18,0.02,0.13,0.26,0.27,0.15,0.02,0.0,0.4,0.21,0.38,0.0,0.05,0.2,0.41,0.29
jparsec.csv,0.65,0.93,0.91,0.9,0.97,0.68,0.67,0.56,1.0,0.54,0.87,0.0,0.71,0.84,0.64,0.14,0.59
moast.csv,0.77,1.0,1.0,0.99,0.97,0.86,0.89,1.0,1.0,0.75,1.0,0.75,0.97,0.79,0.91,0.0,0.76
mptvseries.csv,0.32,0.11,0.28,0.16,0.0,0.34,0.07,0.02,0.5,0.06,0.0,0.68,0.0,0.21,0.13,0.31,0.12
mvnforum.csv,0.19,0.05,0.09,0.09,0.03,0.02,0.11,0.27,0.0,0.03,0.04,0.14,0.0,0.0,0.02,0.41,0.0
nosleepsoftware.csv,0.11,0.16,0.0,0.14,0.1,0.23,0.04,0.16,0.5,0.18,0.11,0.06,0.11,0.11,0.27,0.45,0.18
ogre.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.99,1.0,1.0,1.0,1.0,1.0,0.17,1.0
openfrag.csv,0.42,0.75,0.43,0.46,0.32,0.61,0.3,0.31,1.0,0.46,0.0,0.46,0.45,0.47,0.51,0.59,0.29
qdvdauthor.csv,0.47,0.54,0.66,0.59,0.71,0.73,0.19,0.65,0.75,0.25,0.66,0.65,0.47,0.0,0.64,0.03,0.41
sumatrapdf.csv,0.49,0.42,0.34,0.24,0.55,0.66,0.26,0.0,1.0,0.4,0.17,0.61,0.32,0.47,0.69,0.62,0.29
zxing.csv,0.64,0.46,0.91,0.73,0.39,0.61,0.33,0.27,0.5,0.41,0.51,0.26,0.66,0.47,0.76,0.76,0.0
