,wow-qrsk.csv,m-a-d-n-e-s-s.csv,kindb.csv,kftpgrabber.csv,netatalk.csv,illumination.csv,quickfast.csv
illumination.csv,0.0,0.45,0.0,0.42,0.64,0.78,0.59
kftpgrabber.csv,0.32,0.24,0.11,0.85,0.34,0.57,0.4
kindb.csv,0.57,0.33,0.81,0.64,0.17,0.33,0.47
m-a-d-n-e-s-s.csv,0.26,0.7,0.78,0.12,0.54,0.21,0.18
netatalk.csv,0.6,0.68,0.53,0.61,0.71,0.58,0.67
quickfast.csv,0.36,0.21,0.51,0.66,0.54,0.64,0.69
wow-qrsk.csv,0.83,0.4,0.0,0.42,0.71,0.48,0.07
