,wow-qrsk.csv,m-a-d-n-e-s-s.csv,kindb.csv,kftpgrabber.csv,netatalk.csv,illumination.csv,quickfast.csv
illumination.csv,0.0,0.59,0.0,0.6,0.45,0.71,0.45
kftpgrabber.csv,0.75,0.92,0.67,0.42,0.83,0.4,0.5
kindb.csv,0.69,0.89,0.31,0.41,0.5,0.68,0.5
m-a-d-n-e-s-s.csv,0.98,0.57,0.32,0.83,0.54,0.86,0.89
netatalk.csv,0.44,0.42,0.4,0.46,0.43,0.38,0.36
quickfast.csv,0.42,0.39,0.35,0.41,0.4,0.37,0.38
wow-qrsk.csv,0.61,0.62,0.0,0.75,0.41,0.5,0.67
