,wow-qrsk.csv,m-a-d-n-e-s-s.csv,kindb.csv,kftpgrabber.csv,netatalk.csv,illumination.csv,quickfast.csv
illumination.csv,0.0,0.33,0.0,0.33,0.44,0.68,0.67
kftpgrabber.csv,0.29,0.27,0.16,0.74,0.4,0.34,0.47
kindb.csv,0.51,0.41,0.86,0.57,0.25,0.28,0.55
m-a-d-n-e-s-s.csv,0.32,0.64,0.84,0.17,0.52,0.25,0.25
netatalk.csv,0.33,0.51,0.81,0.48,0.57,0.33,0.74
quickfast.csv,0.31,0.47,0.59,0.55,0.41,0.4,0.74
wow-qrsk.csv,0.59,0.37,0.0,0.44,0.51,0.29,0.12
