,guineu.csv,owlib.csv,prelude.csv,owfs.csv,octave.csv,inkscape.csv,robocode.csv,checker-framework.csv,uwom-server.csv,nsis.csv,zengine.csv,zildo.csv,customsagetv.csv,xfce.csv,carabiner.csv,mesa3d.csv,trinitycore.csv,tencompetence.csv,oorexx.csv,elvishrayrenderer.csv
carabiner.csv,0.64,0.41,0.0,0.41,0.61,0.39,0.61,0.68,0.5,0.43,0.19,0.66,0.2,0.54,0.96,0.51,0.53,0.28,0.53,0.59
checker-framework.csv,0.47,0.38,0.36,0.49,0.11,0.17,0.52,1.0,0.25,0.18,0.51,0.71,0.15,0.65,0.63,0.53,0.19,0.31,0.35,0.44
customsagetv.csv,0.18,0.06,0.23,0.55,0.11,0.02,0.26,0.36,0.11,0.01,0.1,0.35,0.98,0.26,0.06,0.33,0.09,0.05,0.07,0.18
elvishrayrenderer.csv,0.61,0.47,0.0,0.36,0.63,0.26,0.69,0.63,0.58,0.33,0.47,0.62,0.43,0.21,0.36,0.62,0.58,0.34,0.52,0.95
guineu.csv,0.97,0.33,0.39,0.67,0.62,0.02,0.44,0.42,0.31,0.27,0.21,0.36,0.2,0.54,0.11,0.48,0.29,0.11,0.23,0.56
inkscape.csv,0.05,0.28,0.0,0.0,0.37,0.95,0.11,0.1,0.27,0.18,0.27,0.0,0.05,0.02,0.0,0.0,0.28,0.01,0.56,0.36
mesa3d.csv,0.42,0.21,0.3,0.5,0.31,0.17,0.46,0.46,0.4,0.12,0.28,0.24,0.05,0.36,0.21,0.88,0.43,0.17,0.26,0.15
nsis.csv,0.46,0.17,0.0,0.35,0.24,0.0,0.59,0.25,0.31,1.0,0.29,0.51,0.46,0.33,0.43,0.43,0.31,0.59,0.39,0.62
octave.csv,0.51,0.42,0.28,0.41,0.85,0.52,0.53,0.29,0.3,0.11,0.25,0.38,0.27,0.25,0.6,0.11,0.3,0.53,0.39,0.41
oorexx.csv,0.41,0.38,0.02,0.22,0.27,0.69,0.54,0.42,0.66,0.39,0.45,0.51,0.34,0.16,0.4,0.11,0.67,0.47,1.0,0.54
owfs.csv,0.61,0.19,0.12,0.93,0.31,0.09,0.43,0.43,0.21,0.12,0.13,0.45,0.38,0.21,0.21,0.34,0.18,0.27,0.13,0.3
owlib.csv,0.6,0.97,0.29,0.65,0.56,0.56,0.54,0.67,0.56,0.43,0.36,0.62,0.56,0.64,0.45,0.54,0.61,0.27,0.42,0.57
prelude.csv,0.39,0.43,0.98,0.51,0.33,0.24,0.17,0.49,0.44,0.65,0.68,0.47,0.38,0.56,0.39,0.68,0.47,0.46,0.47,0.52
robocode.csv,0.66,0.4,0.7,0.62,0.27,0.11,1.0,0.56,0.31,0.22,0.33,0.61,0.39,0.55,0.17,0.6,0.31,0.23,0.13,0.36
tencompetence.csv,0.05,0.49,0.09,0.0,0.11,0.5,0.05,0.18,0.25,0.18,0.5,0.29,0.16,0.28,0.36,0.49,0.26,0.99,0.34,0.24
trinitycore.csv,0.35,0.12,0.2,0.31,0.06,0.17,0.59,0.34,0.87,0.09,0.19,0.27,0.71,0.06,0.35,0.17,0.97,0.57,0.17,0.21
uwom-server.csv,0.45,0.15,0.38,0.41,0.37,0.15,0.42,0.32,0.96,0.14,0.13,0.52,0.58,0.04,0.51,0.24,0.91,0.58,0.26,0.3
xfce.csv,0.4,0.57,0.64,0.64,0.56,0.53,0.56,0.64,0.56,0.55,0.57,0.31,0.52,0.98,0.64,0.53,0.59,0.39,0.54,0.66
zengine.csv,0.09,0.3,0.0,0.29,0.58,0.33,0.65,0.63,0.4,0.58,1.0,0.58,0.55,0.71,0.58,0.64,0.4,0.35,0.17,0.24
zildo.csv,0.69,0.38,0.64,0.71,0.27,0.37,0.47,0.5,0.43,0.22,0.16,0.94,0.16,0.56,0.37,0.66,0.4,0.31,0.17,0.61
