,guineu.csv,owlib.csv,prelude.csv,owfs.csv,octave.csv,inkscape.csv,robocode.csv,checker-framework.csv,uwom-server.csv,nsis.csv,zengine.csv,zildo.csv,customsagetv.csv,xfce.csv,carabiner.csv,mesa3d.csv,trinitycore.csv,tencompetence.csv,oorexx.csv,elvishrayrenderer.csv
carabiner.csv,0.65,0.37,0.98,1.0,0.64,0.35,0.65,0.69,0.5,0.41,0.16,0.66,0.17,0.88,0.95,0.83,0.53,0.25,0.75,0.59
checker-framework.csv,0.46,0.34,0.31,0.64,0.09,0.14,0.48,1.0,0.21,0.15,0.47,0.73,0.13,0.7,0.77,0.61,0.16,0.27,0.31,0.41
customsagetv.csv,0.15,0.05,0.19,0.55,0.09,0.02,0.22,0.31,0.09,0.01,0.08,0.3,0.98,0.22,0.05,0.29,0.07,0.04,0.06,0.15
elvishrayrenderer.csv,0.65,0.48,1.0,1.0,0.64,0.23,0.74,0.62,0.64,0.34,0.45,0.61,0.4,0.93,0.32,0.65,0.62,0.32,0.53,0.94
guineu.csv,0.96,0.29,0.55,0.73,0.59,0.02,0.39,0.38,0.27,0.24,0.18,0.32,0.17,0.55,0.09,0.45,0.25,0.09,0.19,0.53
inkscape.csv,0.04,0.24,0.0,0.0,0.32,0.95,0.09,0.08,0.23,0.15,0.24,0.0,0.04,0.02,0.0,0.0,0.24,0.01,0.58,0.32
mesa3d.csv,0.38,0.18,0.26,0.45,0.27,0.14,0.52,0.46,0.36,0.1,0.24,0.2,0.04,0.32,0.18,0.86,0.4,0.14,0.22,0.12
nsis.csv,0.81,0.9,1.0,0.91,0.95,0.91,0.74,0.46,0.82,1.0,0.89,0.66,0.75,0.77,0.73,0.8,0.82,0.69,0.89,0.79
octave.csv,0.65,0.63,0.24,0.36,0.82,0.53,0.87,0.31,0.27,0.09,0.21,0.41,0.9,0.21,0.64,0.09,0.27,0.61,0.36,0.38
oorexx.csv,0.5,0.35,0.02,0.18,0.23,0.84,0.57,0.38,0.7,0.43,0.42,0.68,0.42,0.13,0.36,0.09,0.73,0.48,1.0,0.53
owfs.csv,0.58,0.16,0.1,0.91,0.27,0.07,0.39,0.38,0.18,0.1,0.11,0.41,0.33,0.18,0.18,0.3,0.15,0.23,0.11,0.26
owlib.csv,0.58,0.96,0.67,0.82,0.59,0.56,0.52,0.85,0.55,0.49,0.37,0.64,0.6,0.78,0.41,0.62,0.62,0.24,0.39,0.59
prelude.csv,0.88,0.87,0.98,1.0,1.0,0.98,0.91,1.0,0.79,0.74,0.92,0.89,0.98,0.8,0.91,0.87,0.78,0.94,0.92,0.79
robocode.csv,0.69,0.36,0.69,0.73,0.23,0.09,1.0,0.54,0.27,0.19,0.29,0.64,0.35,0.52,0.14,0.65,0.27,0.2,0.11,0.32
tencompetence.csv,0.04,0.49,0.07,0.0,0.09,0.47,0.04,0.15,0.21,0.15,0.45,0.25,0.13,0.25,0.32,0.55,0.22,0.99,0.31,0.21
trinitycore.csv,0.31,0.1,0.17,0.27,0.05,0.14,0.7,0.69,0.84,0.07,0.16,0.25,0.81,0.05,0.32,0.14,0.96,0.63,0.14,0.18
uwom-server.csv,0.42,0.12,0.33,0.36,0.32,0.12,0.57,0.62,0.95,0.12,0.11,0.64,0.65,0.03,0.5,0.2,0.89,0.65,0.22,0.26
xfce.csv,0.73,0.59,0.6,0.73,0.55,0.53,0.57,0.62,0.71,0.59,0.55,0.77,0.71,0.98,0.73,0.55,0.82,0.51,0.56,0.65
zengine.csv,0.96,0.92,1.0,0.82,0.86,0.98,0.87,0.62,0.96,0.64,1.0,0.95,0.85,0.89,0.77,0.8,0.93,0.61,0.83,0.91
zildo.csv,0.73,0.34,0.62,1.0,0.23,0.33,0.43,0.46,0.39,0.19,0.13,0.93,0.13,0.86,0.32,0.81,0.36,0.27,0.14,0.62
