,qpe.csv,lmms.csv,openmeetings.csv,rsyslog.csv,grafx2.csv,yale.csv,sylpheed-claws.csv,openxava.csv,pgui.csv,lufa-lib.csv,netatalk.csv,xqilla.csv,bibletime.csv,keyczar.csv,quickfast.csv
bibletime.csv,0.81,0.78,0.4,0.5,0.29,0.69,0.58,0.98,0.5,0.52,0.34,0.87,0.0,0.8,0.81
grafx2.csv,0.3,0.22,0.41,0.33,0.0,0.27,0.48,0.23,0.48,0.43,0.42,0.8,0.29,0.27,0.25
keyczar.csv,0.5,0.45,0.29,0.17,0.34,0.27,0.21,0.19,0.3,0.72,0.16,0.32,0.36,0.13,0.59
lmms.csv,0.59,0.0,0.25,0.46,0.45,0.23,0.31,0.25,0.54,0.76,0.61,0.7,0.64,0.87,0.66
lufa-lib.csv,0.3,0.3,0.09,0.17,0.82,0.2,0.3,0.77,0.28,0.01,0.42,0.15,0.14,0.13,0.28
netatalk.csv,0.16,0.14,0.22,0.0,0.05,0.09,0.12,0.07,0.27,0.15,0.0,0.44,0.0,0.0,0.06
openmeetings.csv,0.09,0.04,0.0,0.17,0.13,0.12,0.08,0.17,0.14,0.29,0.11,0.13,0.0,0.0,0.0
openxava.csv,0.49,0.53,0.69,0.04,0.16,0.58,0.31,0.0,0.51,0.57,0.55,0.72,0.57,0.53,0.38
pgui.csv,0.13,0.34,0.13,0.33,0.71,0.09,0.5,0.13,0.0,0.33,0.16,0.32,0.5,0.07,0.09
qpe.csv,0.0,0.19,0.91,0.67,0.34,0.76,0.45,0.05,0.09,0.08,0.03,0.04,0.29,0.07,0.0
quickfast.csv,0.59,0.53,0.44,0.21,0.18,0.53,0.41,0.94,0.5,0.6,0.39,0.64,0.64,0.47,0.0
rsyslog.csv,0.59,0.56,0.75,0.0,0.47,0.45,0.55,0.8,0.73,0.95,0.66,0.68,0.71,0.27,0.59
sylpheed-claws.csv,0.39,0.42,0.57,0.38,0.26,0.74,0.02,0.62,0.5,0.48,0.45,0.34,0.29,0.4,0.28
xqilla.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
yale.csv,0.25,0.67,0.89,0.67,0.71,0.0,0.3,0.02,0.52,0.69,0.74,0.68,0.79,0.93,0.16
