,qpe.csv,lmms.csv,openmeetings.csv,rsyslog.csv,grafx2.csv,yale.csv,sylpheed-claws.csv,openxava.csv,pgui.csv,lufa-lib.csv,netatalk.csv,xqilla.csv,bibletime.csv,keyczar.csv,quickfast.csv
bibletime.csv,0.16,0.78,0.39,0.62,0.63,0.28,0.61,0.2,0.51,0.56,0.46,0.06,0.99,0.75,0.65
grafx2.csv,0.19,0.53,0.34,0.55,0.98,0.28,0.54,0.23,0.44,0.49,0.42,0.06,0.54,0.38,0.67
keyczar.csv,0.06,0.58,0.26,0.38,0.49,0.31,0.36,0.09,0.13,0.57,0.18,0.05,0.51,0.97,0.69
lmms.csv,0.16,1.0,0.47,0.63,0.7,0.27,0.55,0.31,0.46,0.63,0.39,0.07,0.68,0.84,0.7
lufa-lib.csv,0.21,0.49,0.3,0.5,0.53,0.32,0.43,0.14,0.36,0.98,0.42,0.0,0.45,0.41,0.44
netatalk.csv,0.22,0.37,0.48,0.42,0.55,0.28,0.47,0.48,0.46,0.39,0.96,0.04,0.45,0.08,0.37
openmeetings.csv,0.2,0.24,0.98,0.64,0.7,0.29,0.31,0.34,0.44,0.59,0.62,0.0,0.14,0.04,0.19
openxava.csv,0.14,0.46,0.24,0.5,0.49,0.27,0.53,0.97,0.31,0.39,0.41,0.07,0.6,0.4,0.43
pgui.csv,0.26,0.51,0.41,0.58,0.56,0.22,0.41,0.31,0.93,0.41,0.52,0.05,0.55,0.19,0.31
qpe.csv,0.87,0.25,0.21,0.35,0.25,0.23,0.25,0.16,0.24,0.16,0.24,0.0,0.39,0.08,0.08
quickfast.csv,0.18,0.75,0.4,0.62,0.75,0.31,0.63,0.17,0.48,0.44,0.55,0.07,0.78,0.71,1.0
rsyslog.csv,0.18,0.66,0.26,1.0,0.72,0.27,0.63,0.17,0.46,0.6,0.5,0.07,0.75,0.73,0.6
sylpheed-claws.csv,0.15,0.58,0.18,0.41,0.72,0.26,0.98,0.25,0.29,0.46,0.41,0.05,0.56,0.65,0.7
xqilla.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
yale.csv,0.24,0.64,0.2,0.35,0.54,0.96,0.32,0.36,0.25,0.48,0.35,0.02,0.78,0.87,0.47
