,qpe.csv,lmms.csv,openmeetings.csv,rsyslog.csv,grafx2.csv,yale.csv,sylpheed-claws.csv,openxava.csv,pgui.csv,lufa-lib.csv,netatalk.csv,xqilla.csv,bibletime.csv,keyczar.csv,quickfast.csv
bibletime.csv,0.81,0.79,0.44,0.61,0.51,0.72,0.65,0.98,0.54,0.62,0.55,0.87,0.02,0.84,0.85
grafx2.csv,0.59,0.64,0.49,0.6,0.05,0.64,0.65,0.67,0.6,0.65,0.6,0.8,0.67,0.8,0.48
keyczar.csv,0.92,0.66,0.66,0.75,0.67,0.6,0.76,0.9,0.92,0.75,0.87,0.74,0.73,0.13,0.65
lmms.csv,0.66,0.01,0.34,0.57,0.52,0.68,0.58,0.5,0.61,0.77,0.7,0.7,0.76,0.87,0.69
lufa-lib.csv,0.57,0.69,0.73,0.64,0.9,0.63,0.71,0.89,0.68,0.02,0.6,1.01,0.71,0.74,0.72
netatalk.csv,0.66,0.77,0.35,0.73,0.61,0.76,0.66,0.5,0.56,0.73,0.07,0.8,0.71,0.96,0.77
openmeetings.csv,0.77,0.86,0.05,0.49,0.42,0.73,0.81,0.53,0.63,0.51,0.44,1.01,0.92,0.98,0.89
openxava.csv,0.69,0.82,0.75,0.66,0.65,0.67,0.6,0.06,0.77,0.81,0.66,0.72,0.77,0.89,0.76
pgui.csv,0.63,0.68,0.56,0.57,0.8,0.81,0.78,0.64,0.13,0.71,0.52,0.74,0.76,0.9,0.81
qpe.csv,0.23,0.86,0.94,0.93,0.88,0.82,0.91,0.88,0.83,0.91,0.86,1.0,0.8,0.96,0.96
quickfast.csv,0.62,0.58,0.45,0.51,0.35,0.59,0.53,0.96,0.57,0.78,0.45,0.64,0.7,0.6,0.0
rsyslog.csv,0.63,0.66,0.78,0.0,0.52,0.63,0.61,0.86,0.74,0.95,0.66,0.68,0.78,0.46,0.72
sylpheed-claws.csv,0.67,0.66,0.79,0.75,0.4,0.78,0.03,0.63,0.79,0.7,0.62,0.75,0.66,0.61,0.46
xqilla.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
yale.csv,0.52,0.76,0.93,0.93,0.81,0.07,0.81,0.75,0.84,0.79,0.82,0.95,0.83,0.93,0.68
