,qpe.csv,lmms.csv,openmeetings.csv,rsyslog.csv,grafx2.csv,yale.csv,sylpheed-claws.csv,openxava.csv,pgui.csv,lufa-lib.csv,netatalk.csv,xqilla.csv,bibletime.csv,keyczar.csv,quickfast.csv
bibletime.csv,0.52,0.56,0.76,0.61,0.6,0.6,0.62,0.09,0.71,0.61,0.59,0.43,0.98,0.48,0.47
grafx2.csv,0.52,0.44,0.7,0.53,0.96,0.46,0.55,0.42,0.61,0.52,0.57,0.56,0.43,0.29,0.62
keyczar.csv,0.26,0.52,0.45,0.31,0.45,0.51,0.31,0.14,0.16,0.57,0.17,0.37,0.39,0.96,0.64
lmms.csv,0.61,0.99,0.77,0.62,0.69,0.4,0.54,0.59,0.65,0.59,0.57,0.68,0.52,0.42,0.62
lufa-lib.csv,0.54,0.42,0.31,0.43,0.42,0.44,0.4,0.44,0.42,0.98,0.57,0.0,0.34,0.31,0.38
netatalk.csv,0.41,0.29,0.74,0.32,0.45,0.28,0.4,0.55,0.54,0.33,0.94,0.36,0.34,0.05,0.27
openmeetings.csv,0.27,0.17,0.96,0.58,0.64,0.32,0.24,0.54,0.43,0.6,0.61,0.0,0.1,0.02,0.13
openxava.csv,0.51,0.4,0.57,0.4,0.42,0.59,0.51,0.95,0.44,0.43,0.59,0.66,0.47,0.31,0.37
pgui.csv,0.43,0.44,0.5,0.56,0.51,0.23,0.42,0.43,0.89,0.41,0.54,0.37,0.43,0.12,0.23
qpe.csv,0.81,0.19,0.31,0.35,0.22,0.51,0.24,0.15,0.2,0.12,0.17,0.0,0.3,0.05,0.05
quickfast.csv,0.67,0.69,0.81,0.58,0.72,0.66,0.65,0.23,0.66,0.48,0.75,0.74,0.61,0.6,1.0
rsyslog.csv,0.65,0.59,0.56,1.0,0.72,0.56,0.66,0.46,0.6,0.21,0.69,0.7,0.55,0.64,0.55
sylpheed-claws.csv,0.48,0.51,0.45,0.38,0.71,0.55,0.97,0.7,0.4,0.5,0.57,0.37,0.45,0.55,0.65
xqilla.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
yale.csv,0.57,0.54,0.34,0.35,0.49,0.94,0.29,0.29,0.36,0.52,0.5,0.33,0.49,0.27,0.39
