,graphmak.csv,pdfedit.csv,hazelcast.csv,betoffice.csv,tart.csv,jrdf.csv,elvishrayrenderer.csv
betoffice.csv,0.44,0.47,0.77,0.98,0.03,0.06,0.48
elvishrayrenderer.csv,0.37,0.59,0.97,0.54,0.07,0.3,1.0
graphmak.csv,1.0,0.4,1.0,0.31,0.04,0.0,0.69
hazelcast.csv,0.37,0.5,1.0,0.5,0.05,0.22,0.65
jrdf.csv,0.2,0.33,1.0,0.0,0.0,1.0,0.8
pdfedit.csv,0.5,0.98,0.96,0.7,0.05,0.12,0.74
tart.csv,1.0,0.0,1.0,0.4,1.0,0.6,0.0
