,graphmak.csv,pdfedit.csv,hazelcast.csv,betoffice.csv,tart.csv,jrdf.csv,elvishrayrenderer.csv
betoffice.csv,0.19,0.44,0.34,0.98,0.23,0.09,0.31
elvishrayrenderer.csv,0.58,0.68,0.69,0.37,0.61,0.76,0.95
graphmak.csv,0.97,0.31,0.19,0.11,0.41,0.0,0.3
hazelcast.csv,0.33,0.0,1.0,0.52,0.0,0.44,0.0
jrdf.csv,0.1,0.09,0.13,0.0,0.0,0.94,0.15
pdfedit.csv,0.44,0.98,0.5,0.19,0.54,0.16,0.45
tart.csv,0.05,0.0,0.06,0.05,1.0,0.24,0.0
