,graphmak.csv,pdfedit.csv,hazelcast.csv,betoffice.csv,tart.csv,jrdf.csv,elvishrayrenderer.csv
betoffice.csv,0.11,0.47,0.5,0.02,0.36,0.25,0.61
elvishrayrenderer.csv,0.63,0.53,0.1,0.29,0.76,0.56,0.0
graphmak.csv,0.0,0.42,0.0,0.2,0.53,0.05,0.22
hazelcast.csv,0.91,1.0,0.0,0.78,1.0,0.86,1.0
jrdf.csv,0.17,0.14,0.0,0.09,0.03,0.0,0.06
pdfedit.csv,0.22,0.02,0.1,0.07,0.61,0.25,0.28
tart.csv,0.0,0.0,0.0,0.07,0.0,0.03,0.0
