,graphmak.csv,pdfedit.csv,hazelcast.csv,betoffice.csv,tart.csv,jrdf.csv,elvishrayrenderer.csv
betoffice.csv,0.89,0.74,0.77,0.58,0.82,0.94,0.71
elvishrayrenderer.csv,0.35,0.39,0.43,0.68,0.41,0.36,0.41
graphmak.csv,0.62,0.77,0.89,0.92,0.55,0.67,0.85
hazelcast.csv,0.37,0.35,0.35,0.36,0.35,0.31,0.37
jrdf.csv,0.9,0.89,0.83,0.75,0.67,0.86,0.8
pdfedit.csv,0.6,0.53,0.54,0.9,0.44,0.94,0.47
tart.csv,0.0,0.0,0.67,0.8,0.8,0.8,0.0
