,kdenlive.csv,opentibia.csv,jmri.csv,x-ray-mule.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,jython.csv,unbvision.csv,projectfactory.csv,ondex.csv,tigermud.csv,ninject.csv,hydrate.csv,cme.csv
algebsql.csv,0.72,0.75,0.44,0.3,0.81,0.73,0.11,0.98,0.66,0.07,0.79,0.05,0.29,0.79,0.4
cme.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.01,0.19,0.05,0.16,0.02
hydrate.csv,0.0,0.0,0.42,0.0,0.36,0.2,0.09,0.18,0.01,0.14,0.47,0.14,0.0,0.47,0.29
ivef-sdk.csv,0.49,0.08,0.49,0.2,0.57,0.0,0.69,0.0,0.79,0.79,0.51,0.52,0.8,0.0,0.58
jmri.csv,0.1,0.08,0.32,0.45,0.49,0.0,0.57,0.11,0.16,0.26,0.28,0.05,0.05,0.21,0.92
jython.csv,0.72,0.75,0.23,0.9,0.75,0.77,0.97,0.16,0.52,0.19,0.56,0.52,0.93,0.74,0.96
kdenlive.csv,0.31,0.58,0.52,0.8,0.49,1.0,0.31,0.99,0.87,0.67,0.83,0.38,0.69,0.63,0.69
ninject.csv,0.49,0.5,0.58,0.45,0.4,0.83,0.2,0.01,0.28,0.05,0.29,0.1,0.15,0.37,0.35
ondex.csv,0.18,0.08,0.28,0.4,0.34,0.0,0.37,0.91,0.04,0.09,0.26,0.1,0.15,0.37,0.63
opentibia.csv,0.28,0.17,0.24,0.3,0.47,0.03,0.77,0.2,0.06,0.05,0.25,0.95,0.15,0.74,0.13
projectfactory.csv,0.03,0.0,0.37,0.1,0.36,0.07,0.43,0.18,0.36,0.47,0.33,0.38,0.16,0.37,0.52
taverna.csv,0.05,0.17,0.05,0.35,0.21,0.1,0.4,0.78,0.12,0.35,0.18,0.48,0.04,0.0,0.21
tigermud.csv,0.62,0.67,0.79,0.35,0.36,0.0,0.06,0.03,0.04,0.19,0.39,0.48,0.33,0.63,0.19
unbvision.csv,0.23,0.33,0.26,0.35,0.34,1.0,0.51,0.97,0.31,0.28,0.72,0.29,0.33,0.32,0.87
x-ray-mule.csv,0.41,0.17,0.33,0.2,0.64,0.0,0.6,0.01,0.92,0.77,0.54,0.43,0.76,0.05,0.4
