,sqlpower-library.csv,smartgwt.csv,bzbyte.csv,mediaportal.csv,poormans.csv
bzbyte.csv,0.79,0.08,0.82,0.0,0.35
mediaportal.csv,0.63,0.54,0.3,0.43,0.48
poormans.csv,0.57,0.4,0.26,0.32,0.59
smartgwt.csv,0.64,0.63,0.76,0.32,0.4
sqlpower-library.csv,0.76,0.25,0.76,0.32,0.4
