,wpdev.csv,mb-unit.csv,rodin-b-sharp.csv,gwanted.csv,java-gnome.csv,unicase.csv,mecat.csv
gwanted.csv,0.63,0.65,0.63,0.39,0.85,0.69,0.56
java-gnome.csv,0.93,0.74,0.95,0.82,0.34,0.77,1.04
mb-unit.csv,0.57,0.57,0.5,0.63,0.61,0.68,0.83
mecat.csv,0.62,0.92,0.89,0.72,0.95,0.67,0.13
rodin-b-sharp.csv,1.22,0.77,0.22,0.89,0.46,0.77,0.93
unicase.csv,0.11,0.94,0.72,0.56,0.7,0.46,0.88
wpdev.csv,0.01,0.99,1.0,0.95,1.0,0.99,0.92
