,wpdev.csv,mb-unit.csv,rodin-b-sharp.csv,gwanted.csv,java-gnome.csv,unicase.csv,mecat.csv
gwanted.csv,99.0,99.0,99.0,444.0,270.5,99.0,785.5
java-gnome.csv,98.5,197.5,191.0,95.5,273.5,99.0,708.5
mb-unit.csv,99.0,297.0,1167.0,194.0,177.0,99.0,383.0
mecat.csv,99.0,94.5,91.5,95.5,81.5,99.0,92.5
rodin-b-sharp.csv,98.5,99.0,288.0,2731.0,181.0,99.0,1602.5
unicase.csv,99.0,99.0,99.0,587.5,369.0,99.0,383.0
wpdev.csv,99.0,99.0,99.0,684.0,648.5,99.0,383.0
