,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,bacnet.csv,owlapi.csv,lportal.csv,openmsx.csv,natpad.csv
bacnet.csv,0.69,0.1,0.65,0.42,0.38,0.56,0.53,0.42,0.14,0.46,0.55
gamestone.csv,0.23,0.58,0.2,0.38,0.33,0.0,0.0,0.3,0.04,0.12,0.0
gbif-providertoolkit.csv,0.61,0.0,0.33,0.41,0.38,0.25,0.51,0.38,0.15,0.49,0.58
heekscad.csv,0.78,0.38,0.64,0.47,0.3,0.66,0.53,0.33,0.11,0.48,0.62
igarden.csv,0.65,0.1,0.42,0.56,0.29,0.45,0.24,0.28,0.1,0.2,0.48
levent.csv,0.5,0.17,0.0,0.0,0.33,0.76,0.48,0.08,0.0,0.0,0.62
lportal.csv,0.38,0.0,0.32,0.0,0.13,0.18,0.0,0.32,0.25,0.03,0.3
natpad.csv,0.68,0.18,0.62,0.37,0.29,0.73,0.53,0.43,0.11,0.42,0.7
openmsx.csv,0.74,0.23,0.36,0.46,0.35,0.71,0.28,0.22,0.0,0.54,0.56
owlapi.csv,0.51,0.0,0.38,0.15,0.31,0.67,0.49,0.49,0.05,0.48,0.46
xcsoar.csv,0.73,0.24,0.69,0.48,0.41,0.55,0.39,0.31,0.13,0.4,0.61
