,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,bacnet.csv,owlapi.csv,lportal.csv,openmsx.csv,natpad.csv
bacnet.csv,0.55,0.23,0.42,0.31,0.57,0.3,0.27,0.21,0.39,0.62,0.33
gamestone.csv,0.0,0.17,0.1,0.4,0.24,0.0,0.0,0.34,0.29,0.13,0.02
gbif-providertoolkit.csv,0.74,0.42,0.35,0.44,0.3,0.04,0.8,0.29,0.41,0.64,0.72
heekscad.csv,0.3,0.35,0.32,0.42,0.63,0.43,0.62,0.39,0.47,0.33,0.52
igarden.csv,0.09,0.23,0.06,0.29,0.15,0.13,0.07,0.09,0.46,0.06,0.12
levent.csv,0.21,0.06,0.0,0.0,0.63,0.35,0.39,0.0,0.0,0.0,0.48
lportal.csv,0.19,0.04,0.15,0.01,0.0,0.09,0.0,0.3,0.18,0.01,0.05
natpad.csv,0.45,0.44,0.7,0.56,0.6,0.39,0.47,0.43,0.52,0.63,0.34
openmsx.csv,0.66,0.9,0.3,0.78,0.36,0.57,0.47,0.43,0.0,0.37,0.58
owlapi.csv,0.77,0.21,0.31,0.1,0.7,0.43,0.82,0.27,0.2,0.73,0.28
xcsoar.csv,0.21,0.13,0.25,0.46,0.25,0.26,0.26,0.31,0.47,0.4,0.39
