,plearn.csv,nsis.csv,aztec.csv,papertoolkit.csv,qdvdauthor.csv,tango-cs.csv
aztec.csv,0.59,0.88,0.81,0.86,0.75,0.56
nsis.csv,0.52,0.6,0.63,0.38,0.59,0.45
papertoolkit.csv,0.55,0.59,0.5,0.85,0.42,0.44
plearn.csv,0.57,0.67,0.96,0.75,0.5,0.54
qdvdauthor.csv,0.49,0.64,0.98,0.67,0.43,0.88
tango-cs.csv,0.47,0.54,0.52,0.35,0.36,0.45
