,toped.csv,irrlicht.csv,qse.csv,truevision.csv,qedo.csv,genoviz.csv
genoviz.csv,0.27,0.23,0.21,0.19,0.0,0.83
irrlicht.csv,0.92,0.79,0.6,0.52,0.16,0.18
qedo.csv,0.17,0.33,0.0,0.18,0.36,0.0
qse.csv,0.71,0.56,0.82,0.49,0.08,0.19
toped.csv,0.89,0.73,0.53,0.27,0.14,0.2
truevision.csv,0.76,0.68,0.21,0.67,0.07,0.22
