,n2cms.csv,maidsafe-dht.csv,nug.csv,nassp.csv
maidsafe-dht.csv,0.48,0.66,0.48,0.6
n2cms.csv,0.78,0.69,0.4,0.69
nassp.csv,0.31,0.4,0.38,0.81
nug.csv,0.3,0.4,0.77,0.48
