,n2cms.csv,maidsafe-dht.csv,nug.csv,nassp.csv
maidsafe-dht.csv,0.55,0.39,0.28,0.32
n2cms.csv,0.68,0.3,0.23,0.27
nassp.csv,0.41,0.29,0.3,0.45
nug.csv,0.41,0.21,0.65,0.18
