,n2cms.csv,maidsafe-dht.csv,nug.csv,nassp.csv
maidsafe-dht.csv,0.23,0.23,0.72,0.33
n2cms.csv,0.24,0.38,0.75,0.65
nassp.csv,0.26,0.2,0.39,0.26
nug.csv,0.92,0.32,0.19,0.72
