,fontforge.csv,jfreereport.csv,freelords.csv,super-tux.csv
fontforge.csv,0.26,0.58,0.54,0.8
freelords.csv,0.55,0.85,0.32,0.4
jfreereport.csv,0.13,0.2,0.11,0.4
super-tux.csv,0.9,0.31,0.32,0.0
