,fontforge.csv,jfreereport.csv,freelords.csv,super-tux.csv
fontforge.csv,0.75,0.76,0.57,0.9
freelords.csv,0.75,0.94,0.57,0.64
jfreereport.csv,0.08,0.43,0.28,0.45
super-tux.csv,0.92,0.47,0.34,0.9
