,fontforge.csv,jfreereport.csv,freelords.csv,super-tux.csv
fontforge.csv,0.69,0.17,0.75,0.96
freelords.csv,0.51,0.14,0.83,0.97
jfreereport.csv,0.33,0.25,0.88,0.96
super-tux.csv,0.44,0.19,0.75,1.0
