,adaptagrams.csv,olsrd.csv,electric-core.csv,badtrinitycore.csv,aime.csv,geochat.csv
adaptagrams.csv,0.25,0.3,0.29,0.27,0.51,0.1
aime.csv,0.54,0.8,0.34,0.0,0.21,0.03
badtrinitycore.csv,0.04,0.05,0.24,0.19,0.5,0.17
electric-core.csv,0.71,0.5,0.23,0.36,0.84,0.61
geochat.csv,0.12,0.95,0.74,0.41,0.18,0.2
olsrd.csv,0.79,0.25,0.33,0.31,0.5,0.43
