,ltp.csv,konversation.csv,moviesandbox.csv,sepgsql.csv,migen.csv,mcmc-jags.csv,cataclysmos.csv,ildjit.csv,opengs.csv,tcl.csv,phonon-vlc-mplayer.csv,openxava.csv,unflobtactical.csv,micomt.csv,nebuladevice.csv,passwordsafe.csv,exl.csv,crux-framework.csv
cataclysmos.csv,471.0,101.0,78.0,584.0,76.0,56.0,0.0,125.0,130.0,78.0,256.0,147.0,60.0,71.0,85.0,158.0,53.0,111.0
crux-framework.csv,471.0,101.0,78.0,584.0,76.0,3.0,23.0,125.0,130.0,78.0,256.0,147.0,4.0,71.0,85.0,158.0,53.0,0.0
exl.csv,471.0,16.0,2.0,584.0,0.0,0.0,51.0,125.0,4.0,78.0,256.0,0.0,0.0,71.0,9.0,3.0,0.0,50.0
ildjit.csv,471.0,101.0,78.0,584.0,76.0,56.0,52.0,125.0,130.0,78.0,256.0,147.0,60.0,71.0,85.0,158.0,53.0,111.0
konversation.csv,471.0,0.0,0.0,584.0,76.0,0.0,52.0,125.0,130.0,78.0,256.0,147.0,6.0,71.0,85.0,158.0,53.0,111.0
ltp.csv,2.0,22.0,2.0,584.0,2.0,0.0,52.0,11.0,2.0,0.0,27.0,33.0,0.0,3.0,5.0,0.0,0.0,68.0
mcmc-jags.csv,471.0,19.0,0.0,584.0,0.0,0.0,40.0,125.0,1.0,78.0,256.0,147.0,0.0,71.0,85.0,158.0,0.0,26.0
micomt.csv,0.0,16.0,0.0,584.0,2.0,0.0,39.0,3.0,2.0,0.0,8.0,33.0,0.0,1.0,2.0,0.0,0.0,68.0
migen.csv,471.0,17.0,2.0,584.0,0.0,0.0,50.0,125.0,5.0,78.0,256.0,147.0,0.0,71.0,85.0,158.0,0.0,37.0
moviesandbox.csv,471.0,8.0,0.0,584.0,76.0,0.0,50.0,125.0,0.0,78.0,256.0,147.0,1.0,71.0,85.0,158.0,53.0,111.0
nebuladevice.csv,471.0,101.0,78.0,584.0,0.0,56.0,52.0,125.0,130.0,78.0,256.0,147.0,60.0,71.0,1.0,158.0,53.0,25.0
opengs.csv,471.0,21.0,1.0,584.0,0.0,0.0,50.0,125.0,3.0,78.0,256.0,147.0,0.0,71.0,85.0,158.0,0.0,20.0
openxava.csv,471.0,22.0,2.0,584.0,7.0,0.0,52.0,125.0,2.0,78.0,256.0,0.0,0.0,71.0,9.0,0.0,0.0,84.0
passwordsafe.csv,1.0,7.0,2.0,584.0,9.0,0.0,49.0,6.0,2.0,78.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,62.0
phonon-vlc-mplayer.csv,471.0,22.0,2.0,584.0,2.0,0.0,52.0,9.0,2.0,78.0,3.0,33.0,0.0,71.0,5.0,0.0,0.0,68.0
sepgsql.csv,471.0,101.0,78.0,584.0,76.0,56.0,52.0,125.0,130.0,78.0,256.0,147.0,60.0,71.0,85.0,158.0,53.0,111.0
tcl.csv,0.0,30.0,1.0,584.0,6.0,8.0,37.0,15.0,3.0,1.0,3.0,5.0,0.0,7.0,1.0,0.0,0.0,38.0
unflobtactical.csv,2.0,21.0,1.0,54.0,2.0,0.0,52.0,11.0,2.0,0.0,27.0,33.0,0.0,3.0,5.0,0.0,0.0,68.0
