,olap-navigator.csv,qgis.csv,phonon-vlc-mplayer.csv,gnupdate.csv,qse.csv,roller.csv,xpontus.csv,zoolib.csv,rebecca-aiml.csv,xapian.csv,linux-ntfs.csv
gnupdate.csv,0.15,0.27,0.04,0.01,0.13,0.14,0.24,0.2,0.15,0.16,0.21
linux-ntfs.csv,0.15,0.5,0.65,0.27,0.28,0.27,0.54,0.4,0.49,0.3,0.0
olap-navigator.csv,0.0,0.5,0.27,0.81,0.43,0.55,0.63,0.45,0.86,0.2,0.66
phonon-vlc-mplayer.csv,0.19,0.49,0.0,0.33,0.55,0.43,0.56,0.13,0.52,0.08,0.48
qgis.csv,0.04,0.0,0.33,0.26,0.3,0.41,0.56,0.35,0.28,0.28,0.34
qse.csv,0.33,0.19,0.21,0.21,0.0,0.33,0.46,0.28,0.3,0.18,0.31
rebecca-aiml.csv,0.52,0.22,0.32,0.47,0.51,0.43,0.32,0.46,0.01,0.49,0.31
roller.csv,0.3,0.48,0.3,0.29,0.11,0.02,0.53,0.33,0.38,0.32,0.72
xapian.csv,0.19,0.42,0.17,0.59,0.28,0.27,0.38,0.18,0.3,0.0,0.62
zoolib.csv,0.11,0.12,0.04,0.03,0.0,0.1,0.12,0.0,0.0,0.06,0.03
