,maidsafe-dht.csv,atlc.csv,theresa.csv,playerstage.csv,knowledge.csv,gnukeda.csv,enlightenment.csv,boost-sandbox.csv,yaprm.csv,kowari.csv,fceugc.csv,proftp.csv,jaolt.csv,tcvp.csv,dspace-gsoc.csv,lufa-lib.csv,xapian.csv,pixel-commandos.csv,uwom.csv
atlc.csv,1.0,0.22,1.0,1.0,0.89,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,1.0
boost-sandbox.csv,0.77,1.0,1.0,0.89,1.0,0.58,1.0,0.64,0.95,0.69,0.92,1.0,0.99,1.0,0.92,1.0,0.86,1.0,1.0
dspace-gsoc.csv,0.75,0.91,0.48,0.99,0.59,0.72,1.0,1.0,0.85,1.0,0.69,1.0,0.81,0.55,0.42,0.82,0.96,0.7,1.0
enlightenment.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
fceugc.csv,0.86,0.94,0.96,0.68,0.82,0.68,1.0,0.82,0.87,0.97,0.26,1.0,0.72,1.04,0.72,0.61,0.8,0.64,1.0
gnukeda.csv,0.88,1.0,1.0,0.63,1.0,0.31,1.0,0.71,0.98,0.81,0.98,1.0,1.0,1.0,0.9,1.0,0.82,1.0,1.0
jaolt.csv,0.6,0.9,0.84,0.71,0.42,0.66,1.0,0.81,0.9,0.86,0.65,0.7,0.52,1.0,0.76,0.81,0.62,0.48,1.0
knowledge.csv,1.0,1.0,0.9,1.0,0.0,1.0,1.0,1.0,0.99,1.0,1.0,1.0,0.69,0.92,1.0,0.84,1.0,0.66,1.0
kowari.csv,0.73,1.0,1.0,0.8,1.0,0.56,1.0,0.89,1.0,0.29,0.77,1.0,1.0,1.0,0.95,1.0,0.76,1.0,1.0
lufa-lib.csv,0.94,0.88,1.02,0.88,1.03,0.65,1.0,0.78,0.78,1.01,0.69,1.0,0.79,0.7,0.86,0.49,0.68,1.01,1.0
maidsafe-dht.csv,0.64,0.97,0.28,1.0,0.35,0.98,1.0,1.0,0.7,0.72,0.58,1.0,0.64,0.89,0.82,0.95,0.77,0.45,1.0
pixel-commandos.csv,0.61,1.0,1.0,0.86,0.9,0.73,1.0,0.88,0.91,0.69,0.54,1.0,0.84,0.73,0.72,1.0,0.65,0.0,1.0
playerstage.csv,0.76,0.77,0.96,0.36,0.41,0.56,1.0,0.64,0.88,0.61,0.67,0.89,0.58,0.82,0.79,0.58,0.66,0.65,1.0
proftp.csv,0.71,1.0,1.0,0.77,1.0,0.62,1.0,0.64,0.97,0.9,0.71,0.46,1.0,0.91,0.95,0.91,0.83,1.0,1.0
tcvp.csv,0.93,0.93,0.32,1.0,0.95,1.0,1.0,1.0,0.98,1.0,0.95,1.0,0.95,0.67,1.0,0.98,1.0,0.65,1.0
theresa.csv,1.0,0.59,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
uwom.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
xapian.csv,0.76,0.81,0.98,0.72,1.0,0.61,1.0,0.86,0.77,0.78,0.71,1.0,0.69,0.95,0.77,0.59,0.35,0.51,1.0
yaprm.csv,0.68,1.0,0.67,1.0,0.98,0.91,1.0,1.0,0.5,1.0,0.77,1.0,0.87,1.0,0.62,1.0,0.97,1.0,1.0
