,maidsafe-dht.csv,atlc.csv,theresa.csv,playerstage.csv,knowledge.csv,gnukeda.csv,enlightenment.csv,boost-sandbox.csv,yaprm.csv,kowari.csv,fceugc.csv,proftp.csv,jaolt.csv,tcvp.csv,dspace-gsoc.csv,lufa-lib.csv,xapian.csv,pixel-commandos.csv,uwom.csv
atlc.csv,0.0,0.89,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0
boost-sandbox.csv,0.23,0.0,0.0,0.59,0.0,0.6,0.74,0.87,0.1,0.21,0.13,0.62,0.03,0.0,0.15,0.0,0.18,0.0,0.36
dspace-gsoc.csv,0.32,0.17,0.2,0.59,0.71,0.67,0.74,0.85,0.66,0.15,0.53,0.62,0.72,0.26,0.81,0.35,0.36,0.08,0.36
enlightenment.csv,0.32,0.74,0.11,0.58,0.96,0.71,0.74,0.85,0.66,0.15,0.49,0.62,0.83,0.2,0.79,0.6,0.37,0.08,0.36
fceugc.csv,0.16,0.68,0.11,0.44,0.87,0.48,0.0,0.33,0.65,0.05,0.76,0.0,0.56,0.0,0.45,0.53,0.29,0.12,0.0
gnukeda.csv,0.35,0.74,0.11,0.55,0.96,0.81,0.0,0.45,0.62,0.16,0.5,0.0,0.83,0.2,0.78,0.6,0.37,0.08,0.0
jaolt.csv,0.39,0.74,0.12,0.41,0.92,0.48,0.0,0.47,0.66,0.13,0.51,0.44,0.86,0.0,0.55,0.37,0.4,0.15,0.0
knowledge.csv,0.0,0.74,0.12,0.0,1.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.5,0.12,0.0,0.25,0.0,0.12,0.0
kowari.csv,0.35,0.74,0.11,0.3,0.96,0.62,0.0,0.21,0.66,0.83,0.52,0.0,0.83,0.2,0.77,0.6,0.42,0.08,0.0
lufa-lib.csv,0.12,0.56,0.08,0.2,0.81,0.5,0.0,0.37,0.38,0.0,0.38,0.0,0.65,0.24,0.31,0.61,0.32,0.05,0.0
maidsafe-dht.csv,0.45,0.71,0.3,0.0,0.82,0.05,0.0,0.0,0.45,0.33,0.48,0.0,0.68,0.11,0.42,0.1,0.32,0.16,0.0
pixel-commandos.csv,0.34,0.0,0.0,0.58,0.18,0.58,0.74,0.74,0.17,0.18,0.53,0.62,0.33,0.18,0.45,0.0,0.37,1.0,0.36
playerstage.csv,0.27,0.39,0.11,0.71,0.94,0.6,0.0,0.67,0.56,0.18,0.4,0.2,0.64,0.14,0.57,0.57,0.33,0.12,0.0
proftp.csv,0.35,0.74,0.11,0.5,0.96,0.59,0.0,0.61,0.65,0.15,0.52,0.64,0.83,0.21,0.8,0.5,0.38,0.08,0.0
tcvp.csv,0.13,0.13,0.27,0.0,0.09,0.0,0.0,0.0,0.05,0.0,0.08,0.0,0.1,0.46,0.0,0.03,0.0,0.09,0.0
theresa.csv,0.0,0.56,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uwom.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xapian.csv,0.24,0.71,0.08,0.42,0.95,0.53,0.0,0.24,0.67,0.12,0.45,0.0,0.72,0.08,0.59,0.52,0.72,0.15,0.0
yaprm.csv,0.31,0.0,0.29,0.58,0.03,0.6,0.74,0.85,0.68,0.15,0.38,0.62,0.25,0.0,0.69,0.05,0.34,0.0,0.36
