,awemud.csv,go.csv,kwave.csv,lsb.csv,dvd-create.csv,bullet.csv,qcad2.csv,gbif-indexingtoolkit.csv,qtwin.csv,mpgravity.csv,customwars.csv,amygdala.csv,acdk.csv,roller.csv,xinity.csv,gss.csv
acdk.csv,0.13,0.02,0.07,0.01,0.0,0.29,0.42,0.2,0.29,0.05,0.2,0.17,0.24,0.14,0.42,0.05
amygdala.csv,0.47,0.0,0.46,0.11,0.11,0.24,0.22,0.72,0.34,0.9,0.31,0.37,0.23,0.35,0.35,0.7
awemud.csv,0.37,0.22,0.29,0.72,0.28,0.05,0.45,0.48,0.14,0.0,0.8,0.34,0.27,0.47,0.27,0.45
bullet.csv,0.8,0.67,0.8,0.26,0.28,0.24,0.47,0.42,0.15,0.1,0.52,0.74,0.44,0.49,0.38,0.65
customwars.csv,0.4,0.36,0.38,0.03,0.22,0.43,0.27,0.42,0.32,0.0,0.32,0.2,0.26,0.33,0.85,0.5
dvd-create.csv,0.37,0.73,0.5,0.96,0.17,0.29,0.82,0.62,0.55,0.0,0.85,0.37,0.82,0.69,0.5,0.85
gbif-indexingtoolkit.csv,0.73,0.82,0.73,0.99,1.0,0.67,0.78,0.38,0.9,0.0,0.78,0.83,0.9,0.43,0.58,0.95
go.csv,0.57,0.24,0.39,0.58,0.11,0.43,0.45,0.7,0.34,0.0,0.86,0.57,0.42,0.55,0.65,0.4
gss.csv,0.7,0.91,0.77,0.18,0.44,0.76,0.36,0.7,0.51,0.02,0.86,0.69,0.72,0.71,1.0,0.25
kwave.csv,0.53,1.0,0.3,1.0,1.0,0.48,0.67,0.72,0.56,0.0,0.86,0.69,0.81,0.76,0.88,0.2
lsb.csv,0.43,0.69,0.82,0.29,0.83,0.52,0.27,0.28,0.46,0.07,0.88,0.89,0.12,0.47,0.69,0.9
mpgravity.csv,0.8,0.4,0.66,0.92,0.83,0.76,0.93,0.92,0.0,0.17,1.0,0.86,0.0,0.75,0.81,1.0
qcad2.csv,0.33,0.22,0.2,0.22,0.28,0.33,0.31,0.5,0.22,0.54,0.45,0.26,0.25,0.37,0.62,0.5
qtwin.csv,0.07,0.0,0.04,0.0,0.0,0.14,0.03,0.46,0.09,0.15,0.34,0.03,0.1,0.2,0.27,0.05
roller.csv,0.6,0.8,0.48,0.99,1.0,0.95,0.86,0.72,0.78,0.32,0.78,0.77,0.91,0.22,0.77,0.6
xinity.csv,0.63,0.98,0.18,1.0,0.89,0.38,0.7,0.36,0.7,0.88,0.52,0.37,0.96,0.33,0.46,0.95
