,awemud.csv,go.csv,kwave.csv,lsb.csv,dvd-create.csv,bullet.csv,qcad2.csv,gbif-indexingtoolkit.csv,qtwin.csv,mpgravity.csv,customwars.csv,amygdala.csv,acdk.csv,roller.csv,xinity.csv,gss.csv
acdk.csv,0.45,0.23,0.19,0.13,0.03,0.19,0.81,0.27,1.0,0.33,0.47,0.18,0.77,0.48,0.39,0.3
amygdala.csv,0.59,0.04,0.44,0.49,0.14,0.31,0.48,0.64,0.17,0.92,0.29,0.76,0.25,0.59,0.37,0.53
awemud.csv,0.67,0.68,0.38,0.4,0.58,0.16,0.77,0.64,0.33,0.0,0.82,0.55,0.66,0.76,0.39,0.43
bullet.csv,0.83,0.8,0.62,0.64,0.42,0.76,0.67,0.45,0.33,0.0,0.47,0.92,0.41,0.17,0.41,0.73
customwars.csv,0.64,0.57,0.19,0.58,0.58,0.54,0.5,0.36,1.0,0.0,0.53,0.37,0.75,0.59,0.83,0.7
dvd-create.csv,0.51,0.86,0.44,0.58,0.81,0.66,0.9,0.73,0.67,0.0,0.88,0.76,0.69,0.73,0.56,0.9
gbif-indexingtoolkit.csv,0.88,0.72,0.62,1.0,0.92,0.55,0.54,0.73,0.67,0.0,0.76,0.74,0.92,0.41,0.61,0.83
go.csv,0.72,0.71,0.5,0.29,0.39,0.64,0.83,0.64,0.67,0.0,0.88,0.79,0.83,0.77,0.66,0.73
gss.csv,0.87,0.89,0.94,0.76,0.88,0.88,0.73,0.73,1.0,0.0,0.88,0.74,0.9,0.75,1.0,0.77
kwave.csv,0.73,1.0,0.62,1.0,1.0,0.63,0.88,0.73,1.0,0.0,0.82,0.58,0.94,0.84,1.0,0.63
lsb.csv,0.72,0.61,0.56,0.89,0.88,0.73,0.56,0.45,0.83,0.08,0.88,0.84,0.58,0.51,0.49,0.93
mpgravity.csv,0.94,0.72,0.5,0.91,0.86,0.72,0.96,1.0,0.0,0.67,1.0,0.97,0.0,0.99,0.9,0.97
qcad2.csv,0.36,0.47,0.31,0.38,0.45,0.43,0.79,0.45,0.67,0.58,0.41,0.24,0.65,0.45,0.66,0.77
qtwin.csv,0.08,0.0,0.0,0.0,0.0,0.04,0.08,0.45,1.0,0.17,0.35,0.08,0.15,0.41,0.32,0.17
roller.csv,0.81,0.96,0.75,0.96,0.93,0.79,0.94,0.82,0.33,0.42,0.94,0.84,0.93,0.71,0.78,0.47
xinity.csv,0.35,0.87,0.38,0.58,0.77,0.31,0.46,0.45,0.17,0.75,0.53,0.34,0.93,0.35,0.78,0.9
