,umber.csv,wpdev.csv,orc.csv,ivatamasks.csv,plato.csv,onotoa.csv,rodin-b-sharp.csv,gwanted.csv,proftp.csv,echongl.csv,xpontus.csv,unicase.csv,uclmda.csv,google-web-toolkit.csv,findbugs.csv,codesmith.csv
codesmith.csv,17.0,0.0,16.0,1.0,0.0,0.0,3.0,11.0,0.0,0.0,117.0,0.0,2.0,3.0,1.0,0.0
echongl.csv,9.0,0.0,14.0,2.0,0.0,0.0,1.0,42.0,2.0,0.0,42.0,0.0,1.0,6.0,0.0,0.0
findbugs.csv,9.0,0.0,5.0,1.0,0.0,0.0,2.0,18.0,2.0,0.0,117.0,0.0,0.0,2.0,0.0,0.0
google-web-toolkit.csv,11.0,0.0,7.0,0.0,0.0,0.0,0.0,5.0,6.0,0.0,117.0,0.0,1.0,0.0,0.0,1.0
gwanted.csv,1.0,0.0,9.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,117.0,0.0,0.0,2.0,0.0,0.0
ivatamasks.csv,16.0,0.0,5.0,0.0,0.0,0.0,1.0,7.0,1.0,0.0,60.0,1.0,1.0,0.0,3.0,3.0
onotoa.csv,4.0,0.0,17.0,2.0,1.0,0.0,1.0,13.0,4.0,0.0,77.0,0.0,0.0,4.0,0.0,1.0
orc.csv,3.0,0.0,0.0,1.0,0.0,0.0,1.0,24.0,2.0,0.0,117.0,0.0,0.0,5.0,1.0,0.0
plato.csv,3.0,0.0,17.0,2.0,0.0,0.0,1.0,22.0,2.0,0.0,82.0,1.0,2.0,4.0,0.0,0.0
proftp.csv,7.0,0.0,32.0,1.0,0.0,0.0,1.0,6.0,0.0,1.0,117.0,0.0,0.0,0.0,3.0,0.0
rodin-b-sharp.csv,73.0,0.0,4.0,1.0,0.0,0.0,0.0,6.0,1.0,0.0,117.0,0.0,168.0,2.0,1.0,0.0
uclmda.csv,2.0,0.0,33.0,3.0,1.0,0.0,1.0,10.0,1.0,0.0,117.0,0.0,0.0,1.0,2.0,0.0
umber.csv,0.0,0.0,77.0,0.0,0.0,0.0,9.0,11.0,11.0,0.0,117.0,0.0,1.0,2.0,2.0,0.0
unicase.csv,0.0,0.0,10.0,0.0,0.0,0.0,1.0,28.0,2.0,0.0,47.0,0.0,4.0,1.0,2.0,0.0
wpdev.csv,4.0,0.0,17.0,1.0,0.0,0.0,1.0,22.0,2.0,0.0,96.0,0.0,2.0,6.0,0.0,0.0
