,umber.csv,wpdev.csv,orc.csv,ivatamasks.csv,plato.csv,onotoa.csv,rodin-b-sharp.csv,gwanted.csv,proftp.csv,echongl.csv,xpontus.csv,unicase.csv,uclmda.csv,google-web-toolkit.csv,findbugs.csv,codesmith.csv
codesmith.csv,0.45,0.0,0.69,0.23,0.62,0.62,0.66,0.36,0.43,0.29,0.42,0.3,1.0,0.46,0.56,0.0
echongl.csv,0.55,1.0,0.57,0.7,0.62,0.62,0.51,0.61,0.89,0.0,0.4,0.68,0.5,0.54,0.58,0.71
findbugs.csv,0.16,1.0,0.19,0.36,0.5,0.25,0.6,0.27,1.0,1.0,0.2,0.1,0.17,0.2,0.0,0.38
google-web-toolkit.csv,0.24,0.0,0.32,0.47,0.12,0.12,0.4,0.21,0.22,0.0,0.41,0.23,0.17,0.01,0.44,0.15
gwanted.csv,0.36,0.5,0.1,0.19,0.38,0.31,0.36,0.0,0.05,0.11,0.19,0.56,0.5,0.27,0.18,0.09
ivatamasks.csv,0.47,0.5,0.48,0.02,0.62,0.62,0.54,0.5,0.22,0.76,0.69,0.46,0.5,0.44,0.71,0.35
onotoa.csv,0.56,0.5,0.83,0.94,0.38,0.06,0.71,0.65,0.35,0.79,0.75,0.88,0.17,0.82,0.64,0.15
orc.csv,0.62,0.0,0.0,0.02,0.75,0.5,0.59,0.38,0.19,0.26,0.33,0.27,0.67,0.55,0.44,0.35
plato.csv,0.89,1.0,0.91,1.0,0.0,1.0,0.87,0.96,1.0,1.0,0.79,0.82,0.83,0.88,0.89,0.88
proftp.csv,0.25,0.0,0.44,0.19,0.5,0.12,0.3,0.28,0.0,0.21,0.57,0.33,0.33,0.35,0.31,0.15
rodin-b-sharp.csv,0.02,0.0,0.14,0.19,0.12,0.12,0.0,0.15,0.05,0.55,0.2,0.11,0.0,0.17,0.09,0.24
uclmda.csv,0.11,0.0,0.37,0.13,0.62,0.56,0.23,0.18,0.7,0.24,0.18,0.23,0.0,0.28,0.44,0.38
umber.csv,0.02,0.0,0.71,0.55,0.5,0.12,0.39,0.2,0.7,1.0,0.14,0.14,0.33,0.46,0.6,0.68
unicase.csv,0.45,0.0,0.66,0.83,0.12,0.62,0.39,0.56,0.78,0.37,0.56,0.02,1.0,0.59,0.73,0.24
wpdev.csv,1.0,0.0,1.0,0.96,0.88,1.0,0.98,0.98,0.97,1.0,1.0,1.0,1.0,0.97,1.0,0.94
