,flylinkdc.csv,vdsf.csv,nuttx.csv,dvt.csv,ldview.csv,fw4spl.csv,ctrlr.csv,ipfire-wall.csv,uclmda.csv,jruby.csv,oorexx.csv,fulguro.csv
ctrlr.csv,0.18,0.0,0.0,0.19,0.44,0.0,0.45,0.12,0.98,0.8,0.5,0.1
dvt.csv,0.32,0.14,1.0,0.53,0.32,0.12,0.36,0.36,0.98,0.86,0.45,0.04
flylinkdc.csv,0.53,0.08,0.82,0.3,0.4,0.1,0.23,0.46,0.86,0.87,0.57,0.13
fulguro.csv,0.25,0.08,0.8,0.24,0.67,0.13,0.27,0.3,0.9,0.93,0.57,0.19
fw4spl.csv,0.29,0.12,0.82,0.27,0.31,0.25,0.27,0.41,0.94,0.88,0.78,0.12
ipfire-wall.csv,0.5,0.16,0.79,0.27,0.33,0.21,0.12,0.6,0.0,0.89,0.44,0.14
jruby.csv,0.28,0.09,0.83,0.24,0.0,0.1,0.0,0.0,0.97,0.92,0.59,0.0
ldview.csv,0.29,0.16,0.87,0.24,0.52,0.2,0.0,0.37,0.97,0.86,0.62,0.19
nuttx.csv,0.45,0.25,0.88,0.19,0.43,0.18,0.53,0.25,0.97,0.81,0.8,0.05
oorexx.csv,0.3,0.16,0.88,0.27,0.38,0.22,0.0,0.26,0.96,0.89,0.74,0.17
uclmda.csv,0.2,0.0,0.88,0.55,0.28,0.14,0.43,0.14,1.0,1.0,0.0,0.1
vdsf.csv,0.21,0.22,0.76,0.26,0.39,0.07,0.16,0.4,0.96,0.86,0.58,0.22
