,pclasses.csv,re2c.csv,psrchive.csv,liferea.csv,log4net.csv,jmol.csv,tycho.csv,xfce.csv,adobe-source.csv,ibatisdb.csv
adobe-source.csv,0.17,0.59,0.4,0.24,0.0,0.52,0.19,0.24,0.93,0.29
ibatisdb.csv,0.12,0.0,0.17,0.18,0.07,0.28,0.21,0.64,0.18,0.99
jmol.csv,0.29,0.15,0.27,0.39,0.07,0.99,0.65,0.53,0.37,0.27
liferea.csv,0.0,0.12,0.41,1.0,0.0,0.58,0.27,0.51,0.32,0.17
log4net.csv,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
pclasses.csv,1.0,0.18,0.0,0.0,0.02,0.44,0.5,0.02,0.2,0.27
psrchive.csv,0.15,0.0,0.92,0.0,0.0,0.41,0.15,0.1,0.25,0.05
re2c.csv,0.09,1.0,0.47,0.1,0.09,0.32,0.47,0.19,0.22,0.0
tycho.csv,0.19,0.35,0.28,0.21,0.14,0.39,1.0,0.11,0.34,0.32
xfce.csv,0.21,0.17,0.32,0.51,0.02,0.77,0.39,0.98,0.35,0.5
