,pclasses.csv,re2c.csv,psrchive.csv,liferea.csv,log4net.csv,jmol.csv,tycho.csv,xfce.csv,adobe-source.csv,ibatisdb.csv
adobe-source.csv,0.0,0.0,1.0,2.0,133.0,0.0,0.0,1.0,0.0,17.0
ibatisdb.csv,2.0,56.0,7.0,3.0,16.0,0.0,0.0,0.0,26.0,0.0
jmol.csv,4.0,0.0,3.0,6.0,16.0,0.0,0.0,0.0,3.0,3.0
liferea.csv,66.0,4.0,3.0,0.0,133.0,0.0,1.0,0.0,1.0,12.0
log4net.csv,66.0,56.0,88.0,56.0,0.0,123.0,62.0,250.0,161.0,140.0
pclasses.csv,0.0,0.0,88.0,56.0,55.0,0.0,0.0,0.0,16.0,15.0
psrchive.csv,1.0,56.0,0.0,56.0,133.0,0.0,0.0,0.0,3.0,7.0
re2c.csv,8.0,0.0,1.0,2.0,33.0,0.0,0.0,0.0,7.0,140.0
tycho.csv,5.0,0.0,1.0,9.0,18.0,0.0,0.0,0.0,0.0,16.0
xfce.csv,6.0,0.0,1.0,5.0,52.0,0.0,0.0,0.0,6.0,19.0
