,olsrd.csv,reaper-ecad.csv,rtb-team.csv,autofac.csv,sidekar.csv,fluidium.csv,jsr308-langtools.csv,illumination.csv,buddata-ebxml-registry.csv
autofac.csv,0.67,0.35,0.67,0.79,0.49,0.5,0.64,0.3,0.6
buddata-ebxml-registry.csv,0.87,0.36,0.49,0.6,0.76,0.57,0.76,0.35,0.96
fluidium.csv,0.27,0.0,0.0,0.0,0.03,0.61,0.0,0.11,0.19
illumination.csv,0.85,0.22,0.45,0.61,0.77,0.6,0.36,0.74,0.96
jsr308-langtools.csv,0.67,0.25,0.41,0.58,0.82,0.55,0.95,0.3,0.85
olsrd.csv,0.8,0.36,0.49,0.46,0.43,0.21,0.69,0.31,0.28
reaper-ecad.csv,0.14,0.46,0.0,0.4,0.17,0.15,0.12,0.0,0.35
rtb-team.csv,0.52,0.0,0.71,0.17,0.14,0.0,0.0,0.0,0.51
sidekar.csv,0.0,0.0,0.45,0.49,0.82,0.59,0.0,0.0,0.77
