,ifa
exist.csv,0.0
proftp.csv,1.0
rtrt-on-gpu.csv,0.0
matrex.csv,1.0
amateur-scrolls.csv,2.0
ossbuild.csv,0.0
st-filteredstatistics.csv,0.0
pokenetonline.csv,0.0
java-gnome.csv,0.0
unflobtactical.csv,0.0
archive-crawler.csv,2.0
freedom-erp.csv,2.0
miranda-icq.csv,2.0
silvertree.csv,0.0
projectfactory.csv,0.0
autat.csv,0.0
quarkplusplus.csv,0.0
stemkit.csv,77.0
foursquared.csv,2.0
jasperreports.csv,18.0
m-a-d-n-e-s-s.csv,2.0
roolo.csv,2.0
frogatto.csv,0.0
mimosa.csv,0.0
amygdala.csv,0.0
irrlicht.csv,0.0
lcfizvtop.csv,1.0
grisbi.csv,0.0
elynx.csv,59.0
alpine.csv,3.0
mumble.csv,0.0
t-2.csv,35.0
jaolt.csv,0.0
libmesh.csv,1.0
all-plasm.csv,0.0
acdk.csv,5.0
bwapi.csv,1.0
modellus.csv,0.0
micomt.csv,0.0
mp-rechnungs-und-kundenverwaltung.csv,0.0
tcvp.csv,82.0
xstore.csv,0.0
bdbbasic.csv,1.0
tart.csv,9.0
echongl.csv,1.0
snakeyaml.csv,7.0
wheat.csv,51.0
dspace-gsoc.csv,2.0
yarp.csv,0.0
boost.csv,0.0
qse.csv,0.0
quarkplayer.csv,8.0
open-data-kit.csv,0.0
yafdotnet.csv,2.0
impala.csv,16.0
avisynth2.csv,2.0
xreal.csv,17.0
tycho.csv,0.0
nabu-library.csv,0.0
freewrl.csv,3.0
roller.csv,0.0
zabbix.csv,0.0
turbotrader-bos.csv,1.0
xpontus.csv,13.0
cascading.csv,0.0
omseek.csv,2.0
kindb.csv,0.0
panda3d.csv,7.0
gusanos.csv,2.0
truevision.csv,0.0
