,kdenlive.csv,opentibia.csv,jmri.csv,x-ray-mule.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,jython.csv,projectfactory.csv,amygdala.csv,runuomondains.csv,somap.csv,tigermud.csv,chrysalis.csv,duplicati.csv,hydrate.csv,cme.csv
algebsql.csv,0.45,0.67,0.5,0.59,0.44,0.76,0.88,0.23,0.22,0.44,0.19,0.11,0.24,0.09,0.83,0.65,0.19
amygdala.csv,0.61,0.6,0.44,0.53,0.42,0.09,0.05,0.24,0.3,0.71,0.21,0.68,0.54,0.17,0.16,0.33,0.17
chrysalis.csv,0.56,0.43,0.43,0.25,0.24,0.11,0.38,0.63,0.36,0.41,0.33,0.26,0.42,0.56,0.86,0.61,0.17
cme.csv,0.03,0.02,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.23,0.0,0.03,0.15,0.91
hydrate.csv,0.22,0.25,0.57,0.0,0.39,0.03,0.27,0.53,0.4,0.22,0.24,0.6,0.45,0.23,0.83,0.73,0.3
ivef-sdk.csv,0.75,0.72,0.6,0.8,0.44,1.0,0.24,0.09,0.61,0.63,0.0,0.69,0.42,0.17,0.8,0.06,0.17
jmri.csv,0.54,0.4,0.62,0.2,0.15,0.72,0.49,0.51,0.48,0.36,0.29,0.44,0.25,0.07,0.93,0.38,0.18
jython.csv,0.8,0.74,0.5,0.77,0.43,0.83,0.63,0.61,0.55,0.55,0.21,0.76,0.47,0.29,0.96,0.61,0.17
kdenlive.csv,0.74,0.69,0.57,0.51,0.56,0.68,0.37,0.23,0.6,0.51,0.25,0.7,0.6,0.48,0.78,0.78,0.22
opentibia.csv,0.65,0.84,0.52,0.34,0.42,0.0,0.68,0.27,0.17,0.3,0.2,0.43,0.68,0.19,0.67,0.63,0.0
projectfactory.csv,0.03,0.05,0.4,0.0,0.24,0.11,0.22,0.61,0.65,0.19,0.16,0.36,0.22,0.06,0.45,0.52,0.31
runuomondains.csv,0.63,0.57,0.65,0.31,0.36,0.27,0.52,0.54,0.62,0.49,0.52,0.66,0.29,0.3,0.91,0.47,0.12
somap.csv,0.74,0.88,0.57,0.76,0.55,0.51,0.63,0.22,0.56,0.69,0.2,0.91,0.77,0.32,0.86,0.78,0.19
taverna.csv,0.49,0.58,0.37,0.17,0.64,0.07,0.64,0.14,0.59,0.39,0.2,0.56,0.61,0.24,0.39,0.43,0.0
tigermud.csv,0.41,0.47,0.58,0.0,0.44,0.57,0.14,0.48,0.25,0.21,0.28,0.76,0.68,0.38,0.68,0.76,0.0
x-ray-mule.csv,0.21,0.25,0.23,0.86,0.39,0.0,0.09,0.09,0.52,0.44,0.0,0.54,0.32,0.12,0.36,0.06,0.22
