,lazarus-ccr.csv,plee-the-bear.csv,badtrinity-zero.csv,fw4spl.csv,mia.csv,kftpgrabber.csv,kolmafia.csv
badtrinity-zero.csv,0.42,0.85,0.99,0.5,0.89,0.73,0.45
fw4spl.csv,0.21,0.64,0.34,0.92,0.56,0.53,0.09
kftpgrabber.csv,0.33,0.58,0.38,0.29,0.44,0.97,0.7
kolmafia.csv,0.62,0.91,0.61,0.69,0.89,0.7,1.0
lazarus-ccr.csv,1.0,0.42,0.28,0.31,0.56,0.5,0.57
mia.csv,0.46,0.48,0.2,0.1,1.0,0.37,0.23
plee-the-bear.csv,0.0,0.76,0.32,0.15,0.06,0.1,0.36
