,lazarus-ccr.csv,plee-the-bear.csv,badtrinity-zero.csv,fw4spl.csv,mia.csv,kftpgrabber.csv,kolmafia.csv
badtrinity-zero.csv,0.58,0.72,0.01,0.61,0.62,0.6,0.58
fw4spl.csv,0.81,0.67,0.81,0.08,0.53,0.7,0.98
kftpgrabber.csv,0.76,0.45,0.64,0.72,0.57,0.03,0.47
kolmafia.csv,0.65,0.79,0.64,0.57,0.88,0.48,0.0
lazarus-ccr.csv,0.04,1.04,0.76,0.81,0.95,0.73,0.57
mia.csv,1.01,0.53,0.81,0.9,0.0,0.64,0.83
plee-the-bear.csv,1.0,0.24,0.82,0.86,0.94,0.91,1.0
