,lazarus-ccr.csv,plee-the-bear.csv,badtrinity-zero.csv,fw4spl.csv,mia.csv,kftpgrabber.csv,kolmafia.csv
badtrinity-zero.csv,0.48,0.61,0.99,0.52,0.71,0.66,0.49
fw4spl.csv,0.25,0.59,0.37,0.93,0.58,0.52,0.11
kftpgrabber.csv,0.37,0.62,0.43,0.34,0.49,0.98,0.69
kolmafia.csv,0.58,0.55,0.58,0.65,0.39,0.68,1.0
lazarus-ccr.csv,0.99,0.3,0.32,0.34,0.37,0.49,0.58
mia.csv,0.32,0.53,0.24,0.12,1.0,0.42,0.27
plee-the-bear.csv,0.0,0.8,0.35,0.18,0.07,0.12,0.32
