,n2cms.csv,maidsafe-dht.csv,nug.csv,nassp.csv,oorexx.csv
maidsafe-dht.csv,0.4,0.5,0.65,0.58,0.53
n2cms.csv,0.73,0.64,0.47,0.92,0.86
nassp.csv,0.27,0.29,0.29,0.75,0.28
nug.csv,0.98,0.07,0.65,0.58,0.86
oorexx.csv,0.1,0.79,0.41,0.83,0.75
