,n2cms.csv,maidsafe-dht.csv,nug.csv,nassp.csv,oorexx.csv
maidsafe-dht.csv,0.45,0.45,0.42,0.36,0.59
n2cms.csv,0.71,0.39,0.31,0.41,0.71
nassp.csv,0.33,0.27,0.3,0.56,0.41
nug.csv,0.59,0.06,0.65,0.27,0.71
oorexx.csv,0.16,0.45,0.31,0.5,0.75
