,n2cms.csv,maidsafe-dht.csv,nug.csv,nassp.csv,oorexx.csv
maidsafe-dht.csv,0.69,0.71,0.33,0.48,0.5
n2cms.csv,0.57,0.41,0.34,0.36,0.37
nassp.csv,0.77,0.81,0.56,0.5,0.69
nug.csv,0.41,0.94,0.88,0.51,0.43
oorexx.csv,0.94,0.43,0.36,0.43,0.42
