,n2cms.csv,maidsafe-dht.csv,nug.csv,nassp.csv,oorexx.csv
maidsafe-dht.csv,0.65,0.53,0.78,0.6,0.59
n2cms.csv,0.35,0.52,0.92,0.68,0.81
nassp.csv,0.76,0.74,0.77,0.35,0.73
nug.csv,0.87,0.97,0.39,0.81,0.81
oorexx.csv,0.91,0.45,0.83,0.43,0.44
