,agilitybook.csv,apolloplayer.csv,gotjava.csv,rtb-team.csv,redshell.csv,k3d.csv,kowari.csv,keyczar.csv
agilitybook.csv,0.11,0.74,1.02,0.93,0.82,0.83,0.94,0.75
apolloplayer.csv,0.89,0.04,1.28,0.83,0.78,0.89,0.82,0.73
k3d.csv,0.92,0.84,1.0,0.8,0.93,0.0,1.0,0.82
keyczar.csv,0.64,0.6,0.33,0.61,0.72,0.55,0.86,0.07
kowari.csv,0.95,0.92,1.0,1.0,0.99,0.84,0.0,1.0
redshell.csv,0.99,1.0,0.99,1.0,0.0,0.98,0.96,1.0
rtb-team.csv,0.62,0.63,1.06,0.2,0.78,0.9,0.75,0.84
