,prelude.csv,trackit.csv,scite-ru.csv,gbif-indexingtoolkit.csv,co-ode-owl-plugins.csv,bl-toolkit.csv,gnukeda.csv,qlc.csv,yaprm.csv,aztec.csv,pamguard.csv,motu.csv,qdvdauthor.csv,oscarmcmaster.csv,tencompetence.csv,arm-webradio.csv
arm-webradio.csv,0.07,0.29,0.1,0.27,0.67,0.78,0.33,0.28,0.38,0.33,0.25,0.62,0.38,0.45,0.02,0.97
aztec.csv,0.21,0.29,0.1,0.45,0.17,0.12,0.28,0.28,0.24,0.71,0.25,0.77,0.08,0.23,0.2,0.54
bl-toolkit.csv,1.0,0.61,0.19,0.64,0.22,0.7,0.64,0.22,0.49,0.88,0.93,0.69,0.32,0.72,0.58,1.0
co-ode-owl-plugins.csv,0.02,0.37,0.24,0.45,0.72,0.84,0.62,0.61,0.7,0.21,0.36,0.69,0.45,0.62,0.21,0.97
gbif-indexingtoolkit.csv,1.0,0.51,0.57,0.55,0.78,0.84,0.72,0.83,0.97,0.83,0.97,0.85,0.52,0.62,0.57,0.94
gnukeda.csv,0.21,0.76,0.81,0.82,0.33,0.24,0.79,1.0,0.27,0.58,0.32,0.69,0.65,0.68,0.83,0.14
motu.csv,0.21,0.56,0.57,0.82,1.0,0.38,0.59,0.89,0.86,0.54,0.92,0.54,0.65,0.94,0.78,0.14
oscarmcmaster.csv,0.17,0.29,0.24,0.27,0.22,0.86,0.46,0.67,0.54,0.04,0.44,0.85,0.65,0.49,0.11,0.86
pamguard.csv,0.95,0.68,0.52,0.55,0.67,0.4,0.26,0.44,0.32,0.54,0.69,0.69,0.45,0.68,0.59,0.97
prelude.csv,0.81,0.44,0.95,1.0,0.72,0.92,0.87,0.72,0.95,0.83,0.97,0.92,0.85,0.96,0.93,0.94
qdvdauthor.csv,0.69,0.63,0.29,0.55,0.61,0.76,0.62,0.72,0.73,0.25,0.27,0.38,0.85,0.53,0.61,0.83
qlc.csv,0.02,0.34,0.43,0.45,0.22,0.46,0.44,0.83,0.7,0.04,0.34,0.23,0.7,0.3,0.14,0.0
scite-ru.csv,0.02,0.76,0.52,0.73,0.83,0.98,0.79,0.89,0.89,0.21,0.97,0.69,0.78,0.81,0.7,0.74
tencompetence.csv,0.57,0.17,0.05,0.18,0.11,0.14,0.26,0.39,0.35,0.0,0.32,0.23,0.15,0.09,0.8,0.03
trackit.csv,0.07,0.63,0.24,0.36,0.61,0.24,0.33,0.06,0.16,0.5,0.0,0.46,0.32,0.26,0.07,0.4
yaprm.csv,0.14,0.39,0.67,0.36,0.22,0.12,0.46,0.61,0.68,0.46,0.64,0.08,0.57,0.43,0.48,0.0
