,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,v8.csv,fluent-nhibernate.csv
encog-java.csv,0.69,0.1,0.04,0.25,0.05,0.15
fluent-nhibernate.csv,0.44,0.3,0.36,0.44,0.22,0.91
h2database.csv,0.61,0.72,0.13,0.69,0.16,0.76
jaql.csv,0.72,0.51,0.33,0.69,0.25,0.63
raven-monitoring.csv,0.54,0.45,0.72,0.45,0.38,0.53
v8.csv,0.11,0.54,0.38,0.45,0.83,0.67
