,elmo.csv,xbplayer.csv,decidr.csv,tolven.csv,mscore.csv
decidr.csv,0.17,0.48,0.75,0.57,0.71
elmo.csv,0.23,0.36,0.51,0.44,0.48
mscore.csv,0.12,0.54,0.73,0.5,0.73
tolven.csv,0.07,0.47,0.71,0.66,0.51
xbplayer.csv,0.0,0.56,0.63,0.57,0.61
