,elmo.csv,xbplayer.csv,decidr.csv,tolven.csv,mscore.csv
decidr.csv,0.6,1.0,0.37,0.55,0.97
elmo.csv,0.48,0.73,0.64,0.62,0.67
mscore.csv,0.71,0.66,0.75,0.75,0.43
tolven.csv,0.88,0.61,0.61,0.33,0.64
xbplayer.csv,1.01,0.47,0.51,0.56,0.56
