,sabbu.csv,vxl.csv,jicarilla.csv,ossim.csv,zact.csv,optalgtoolkit.csv,projectts.csv,abbot.csv
abbot.csv,0.64,0.4,0.29,0.37,0.0,0.0,0.51,0.75
jicarilla.csv,0.04,0.0,0.88,0.0,0.0,0.0,0.04,0.44
optalgtoolkit.csv,0.34,0.49,0.58,0.28,0.33,0.68,0.32,0.45
ossim.csv,0.25,0.28,0.28,0.79,0.0,0.49,0.45,0.36
projectts.csv,0.34,0.22,0.07,0.6,0.53,0.45,0.67,0.02
sabbu.csv,0.72,0.57,0.14,0.59,0.7,0.13,0.48,0.17
vxl.csv,0.61,0.45,0.27,0.57,0.41,0.44,0.59,0.24
zact.csv,0.49,0.04,0.07,0.48,0.84,0.0,0.49,0.4
