,sabbu.csv,vxl.csv,jicarilla.csv,ossim.csv,zact.csv,optalgtoolkit.csv,projectts.csv,abbot.csv
abbot.csv,0.57,0.26,0.28,0.06,0.06,0.38,0.55,0.83
jicarilla.csv,0.4,0.0,0.79,0.0,0.0,0.0,0.5,0.72
optalgtoolkit.csv,0.41,0.29,0.49,0.03,0.05,0.57,0.41,0.69
ossim.csv,0.42,0.24,0.42,0.15,0.0,0.41,0.57,0.69
projectts.csv,0.77,0.25,0.2,0.08,0.05,0.34,0.68,1.0
sabbu.csv,0.77,0.26,0.31,0.07,0.08,0.22,0.59,0.67
vxl.csv,0.57,0.31,0.36,0.08,0.04,0.31,0.62,0.75
zact.csv,0.5,0.08,0.5,0.08,0.17,0.0,0.54,0.76
