,sabbu.csv,vxl.csv,jicarilla.csv,ossim.csv,zact.csv,optalgtoolkit.csv,projectts.csv,abbot.csv
abbot.csv,0.81,0.97,0.27,0.88,1.0,1.0,0.62,0.8
jicarilla.csv,0.03,0.0,0.91,0.0,0.0,0.0,0.03,0.41
optalgtoolkit.csv,0.31,0.46,0.76,0.25,0.29,0.68,0.3,0.77
ossim.csv,0.22,0.24,0.24,0.81,0.0,0.47,0.43,0.82
projectts.csv,0.29,0.19,0.06,0.62,0.57,0.68,0.7,0.02
sabbu.csv,0.71,0.62,0.12,0.62,0.86,0.11,0.46,0.14
vxl.csv,0.67,0.41,0.24,0.56,0.43,0.47,0.62,0.2
zact.csv,0.5,0.03,0.06,0.44,0.86,0.0,0.54,0.36
