,wxcrp.csv,openmeetings.csv,jnode.csv,gnukeda.csv,etherboot.csv,aufs.csv,bdbbasic.csv,pgui.csv,google-gears.csv,bibletime.csv,crux-framework.csv
aufs.csv,0.12,0.55,0.22,0.35,0.21,0.98,0.3,0.25,0.13,0.18,0.38
bdbbasic.csv,0.71,0.79,0.79,0.52,0.51,0.72,0.96,0.69,0.52,0.58,0.84
bibletime.csv,0.38,0.68,0.43,0.68,0.53,0.72,0.68,0.66,0.56,1.0,0.52
crux-framework.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
etherboot.csv,0.5,0.4,0.14,0.44,0.96,0.22,0.6,0.35,0.44,0.33,0.37
gnukeda.csv,0.44,0.64,0.65,0.99,0.56,0.5,0.57,0.66,0.45,0.68,0.57
google-gears.csv,0.46,0.65,0.48,0.52,0.61,0.17,0.71,0.56,0.98,0.54,0.36
jnode.csv,0.0,0.0,0.67,0.04,0.0,0.0,0.06,0.0,0.04,0.0,0.0
openmeetings.csv,0.27,0.96,0.29,0.18,0.17,0.37,0.25,0.45,0.18,0.18,0.37
pgui.csv,0.36,0.48,0.29,0.36,0.3,0.36,0.42,0.97,0.29,0.5,0.37
wxcrp.csv,0.92,0.54,0.74,0.21,0.17,0.57,0.25,0.61,0.28,0.15,0.62
