,wxcrp.csv,openmeetings.csv,jnode.csv,gnukeda.csv,etherboot.csv,aufs.csv,bdbbasic.csv,pgui.csv,google-gears.csv,bibletime.csv,crux-framework.csv
aufs.csv,0.33,0.41,0.03,0.67,0.31,1.0,0.56,0.56,0.93,0.91,0.08
bdbbasic.csv,0.44,0.3,0.07,0.68,0.29,0.45,1.0,0.36,0.88,0.9,0.05
bibletime.csv,0.28,0.19,0.03,0.67,0.25,0.43,0.45,0.37,0.76,1.0,0.03
crux-framework.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
etherboot.csv,0.27,0.16,0.03,0.59,1.0,0.32,0.46,0.47,0.81,0.83,0.04
gnukeda.csv,0.28,0.17,0.05,0.98,0.28,0.44,0.33,0.33,0.86,0.89,0.03
google-gears.csv,0.31,0.25,0.06,0.55,0.3,0.31,0.38,0.28,0.98,0.84,0.02
jnode.csv,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0
openmeetings.csv,0.5,1.0,0.08,1.0,0.33,0.48,1.0,0.54,0.77,0.91,0.04
pgui.csv,0.29,0.13,0.05,0.8,0.21,0.38,0.64,1.0,0.83,0.82,0.03
wxcrp.csv,1.0,0.3,0.06,0.7,0.2,0.45,0.8,0.31,0.8,1.0,0.04
