,kvs.csv,fltk.csv,phet.csv,blue-c.csv,voms.csv,jbasic.csv,apertium.csv,smarttag.csv,vrjuggler.csv,sumatrapdf.csv,monetdb.csv,wheat.csv,repositorium.csv,projecteqemu.csv,free-evolution.csv,icescrum.csv,factor.csv
apertium.csv,0.43,0.13,0.24,0.18,0.13,0.6,0.98,0.3,0.39,0.4,0.16,0.33,0.0,0.19,0.21,0.07,0.57
blue-c.csv,0.18,0.66,0.21,1.0,0.15,0.46,0.5,0.39,0.37,0.49,0.37,0.53,0.1,0.5,0.4,0.53,0.68
factor.csv,0.0,0.0,0.0,0.06,0.17,0.0,0.07,0.13,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.19,0.99
fltk.csv,0.34,0.99,0.17,0.48,0.44,0.49,0.34,0.23,0.38,0.56,0.42,0.12,0.27,0.49,0.38,0.51,0.21
free-evolution.csv,0.31,0.42,0.19,0.59,0.14,0.21,0.04,0.24,0.21,0.47,0.4,0.43,0.14,0.42,1.0,0.45,0.52
icescrum.csv,0.37,0.46,0.18,0.45,0.1,0.73,0.48,0.37,0.32,0.47,0.51,0.47,0.19,0.53,0.27,0.97,0.32
jbasic.csv,0.13,0.56,0.1,0.64,0.15,1.0,0.33,0.42,0.17,0.49,0.29,0.0,0.21,0.37,0.39,0.31,0.09
kvs.csv,0.97,0.43,0.16,0.31,0.29,0.18,0.12,0.0,0.21,0.52,0.42,0.24,0.22,0.64,0.22,0.37,0.2
monetdb.csv,0.36,0.53,0.15,0.44,0.11,0.3,0.26,0.27,0.21,0.46,0.97,0.32,0.17,0.57,0.3,0.53,0.48
phet.csv,0.08,0.15,0.95,0.27,0.19,0.55,0.34,0.35,0.17,0.0,0.22,0.3,0.15,0.12,0.17,0.41,0.41
projecteqemu.csv,0.07,0.21,0.04,0.0,0.0,0.28,0.05,0.41,0.1,0.32,0.43,0.23,0.12,0.96,0.22,0.0,0.28
repositorium.csv,0.24,0.39,0.31,0.18,0.16,0.33,0.3,0.32,0.31,0.23,0.31,0.7,1.0,0.5,0.26,0.43,0.39
smarttag.csv,0.31,0.53,0.16,0.75,0.36,0.41,0.26,0.85,0.0,0.3,0.34,0.36,0.18,0.39,0.36,0.62,0.56
sumatrapdf.csv,0.38,0.72,0.33,0.76,0.28,0.6,0.43,0.4,0.25,1.0,0.53,0.56,0.29,0.63,0.44,0.54,0.76
voms.csv,0.09,0.12,0.07,0.0,1.0,0.14,0.13,0.0,0.0,0.26,0.12,0.06,0.0,0.1,0.0,0.4,0.0
vrjuggler.csv,0.29,0.27,0.38,0.19,0.15,0.42,0.43,0.39,0.93,0.16,0.03,0.26,0.13,0.22,0.26,0.46,0.55
wheat.csv,0.28,0.3,0.13,0.21,0.12,0.26,0.35,0.19,0.35,0.46,0.47,0.98,0.21,0.5,0.3,0.32,0.32
